par_nr	head	sentence
36	NA	 Või soovite magada ? 
36	NA	" Öö on ju ikkagi . "" "
37	NA	" "" Kuskil on alati öö ja ma ei tulnud siia magama . "" "
38	NA	" "" Olen teile muidugi väga tänulik , et tulla saite . "
38	NA	 Tõttöelda ma eriti ei uskundki , et keegi mind aidata saab . 
38	NA	 Olin mitmeid kirju kirjutanud ja juba lootust kaotamas . 
38	NA	" Siis soovitas keegi teid ja ma otsustasin riskida . "" "
39	NA	" "" Kas mind soovitas Thorvald ? "" "
40	NA	" "" Tema . "
40	NA	" Kas tunnete teda ? "" "
41	NA	" "" Me oleme kohtunud , "" kostis Grpowski kuivalt . "
41	NA	" "" Ta on surnud . "
41	NA	" Hukkunud . "" "
42	NA	 Engelbrektsen ei öelnud pikka aega midagi . 
42	NA	 Ta klammerdus oma suurte kämmaldega maasturi rooli külge ja katsus raputavaid kohti teel vältida . 
43	NA	" "" Oli ta ka ... üks teie hulgast ? "" küsis ta lõpuks vaikselt . "
43	NA	 Nii vaikselt , et läbi automürina oli hiiglase bassihäält vaevu kuulda . 
44	NA	" "" Oli . "
44	NA	 Üks parimaid . 
44	NA	 Aga ta teadis , millele ta läheb . 
44	NA	 Ta suri unes , magades . 
44	NA	" Võrdlemisi kerge surm . "" "
45	NA	" "" Aga te ju ütlesite , et ta hukkus ? "" "
46	NA	" "" Hukkuski . "
46	NA	 Ta tapeti . 
46	NA	 Ei jõudnud kehasse tagasi — unesränd . 
46	NA	" Valu ta ei tundnud . "" "
47	NA	 Taas sõideti vaikides . 
48	NA	" "" Kas te olete katoliiklane ? "" alustas norralane . "
49	NA	" "" Ma olen eksortsist . "" "
50	NA	" "" Ma mõtlesin , et kui te olete poolakas , siis peaksite usutunnistuse järgi katoliiklane olema ? "" "
51	NA	" "" Kunagi olin . "
51	NA	 Meie amet sisaldab aga teadmisi , mida ükski religioon ei taha omaks võtta . 
51	NA	" Ma saan olla ainult eksortsist ja ei midagi muud . "" "
52	NA	" "" Kas mitte varakristlus ei sünnitanudki eksortsismi ? "
52	NA	" Ma nagu oleks midagi sellesarnast lugenud . "" "
53	NA	" "" Näen , et pan on pisut tausta uurinud ... , teie olete uurinud , tahtsin öelda , andke andeks . "
53	NA	 Meie — poolakad pöördumine ikka kolmandas isikus . 
53	NA	 Aga mõnes mõttes on teil õigus . 
53	NA	 Esimestesse varakristlikesse sektidesse võeti vastu ainult eksortseeritud hingi . 
53	NA	 See tähendab , et oli mingi härrasmees , kes ristiga vehkides ja ladinakeelseid salme lugedes ajas enda arvates uue sektandi hingest kurja välja . 
53	NA	 Tegelikult on see rituaal palju vanem kui kristlus ja ma kahtlen sügavalt nende imiteeritud kristlike rituaalide tõhususes . 
53	NA	 Pole olnud muide ühtki paavsti , kelle hinge eksortsist oleks töödelnud . 
53	NA	 Aga see on hoopis teine ja pikk jutt . 
53	NA	" Ma kuulan teid . "" "
54	NA	 Norralase pea jõnksatas , kui auto sõitis läbi augu . 
54	NA	 Valugrimassist surus ta hambad kokku ja hammustas keelde . 
55	NA	" "" Ma jõudsin Spitzbergenile viis aastat tagasi . "
55	NA	 Tulin siia tööle Rahvusparki , milliseid meil kokku on kolm . 
55	NA	 Ma olen hariduselt bioloog . 
55	NA	 Mul oli vaja Oslost ära tulla ... 
55	NA	 Nii juhtus . 
55	NA	 Minu alluvuses , kui nii võiks öelda on ligi tuhat jääkaru , polaarrebaseid , põhjapõtru ja üsna mitu hüljeste lesilat . 
55	NA	 Talvel — öösel — ma mõtlen , meil külastajaid muidugi pole . 
55	NA	 Suvel on aga palju , praeguseks on juba kõik ära lennanud , hooaeg on läbi . 
55	NA	 Aga talveks jääb siia palju tööd teha . 
55	NA	" Ma armastan seda maad , kas teate ... "" "
56	NA	 Longyearbyen jäi seljataha , auto sõitis mööda rada , mida vaevalt võis teeks nimetada . 
56	NA	 Ümberringi laius arktiline tundra kidurate puude ja roosatava kanarbikuga . 
56	NA	 Taamal paistsid mäed . 
56	NA	 Grpowskile ei meeldinud mäed . 
57	NA	" "" Esimesena saabusid siia mehed Islandilt , "" seletas Engelbrektsen edasi . "
57	NA	" "" Umbes 12. sajandi lõpul . "
57	NA	" Nad nimetasid see maa "" Külmaks rannikuks "" — Svalbardiks — ega jäänud siia pidama . "
57	NA	 Nüüd ma tean , et enne neid on siin keegi veel olnud ... 
57	NA	 Aga edasi polnud siin sajandeid kedagi . 
57	NA	" Hiljem tuli Barents , aasta oli vist 1596 , nimetas arhipelaagi Teravmägedeks ja tõi siia hollandi vaalakütid . "" "
58	NA	" "" Jajah , hollandlased . "
58	NA	" Kus need ka poleks olnud ? "" mühatas Grpowski . "
58	NA	" "" Pool maakera oli nende kaubandusimpeeriumit täis , aga mida nad sellest kasu on saanud ? "
58	NA	 Isegi ühte ainsamat kõige lihtsamat nõidust ei osanud nad Bataaviast kaasa tuua ! 
58	NA	" Nüüd uuri neid vanu polüneesia keeli ... "" "
59	NA	 Engelbrektsen vaatas imestunult poolakat . 
60	NA	" "" Nõidust ? "
60	NA	 Noh , ma ei tea ... 
60	NA	 Siia asutasid nad vaalaküttide linnaku , neid oli siin ligi tuhatkond hinge , kuni vaalad otsa said . 
60	NA	 Aga siis , 19. sajandi algul leiti siit sütt ja tekkisid kaevandused . 
60	NA	 Praeguseks ongi enamus inimesi siin söekaevandusega tegelemas , kaevandused kuuluvad kas meile või venelastele . 
60	NA	" Kokku elab meid saartel umbes kolm tuhat inimest ja neist väga väike vähemus tegeleb loodushoiuga . "" "
61	NA	" "" Miks ma siia tulin ? "" küsis Grpowski haigutades . "
62	NA	 Norralane keeras auto kõrvalteele . 
62	NA	 Mäed olid nüüd juba väga lähedal . 
63	NA	" "" Kuidas seda nüüd öeldagi ... "
63	NA	" Ma arvan , et ma olen kurjast vaimust vaevatud . "" "
64	NA	 Ja Grpowski noogutas mõistvalt . 
65	NA	" "" Joote ? "" "
66	NA	" "" Mis see on ? "" "
67	NA	" "" Puskar . "
67	NA	 Öeldakse , et meie rahvusjook . 
67	NA	 Ma ise ei saa enam ilma selleta . 
67	NA	" See tuimendab valu . "" "
68	NA	" "" Aitäh , ma joon oma vett . "
68	NA	 See on sellelt allikalt , mille lähedal ma sündisin . 
68	NA	" Teid see ei aitaks , aga mulle annab see vesi jõudu ja värskust ning isegi meelteteravust . "" "
69	NA	 Nad istusid Rahvuspargi kompleksi elamuosas , Engelbrektseni väikses korteris . 
69	NA	 Elektrikamin soojendas tuba laskuva külma eest ja see oli ainus elektritarvik , mille peremees sisse lülitas . 
69	NA	 Lampide asemel süütas ta küünlad . 
70	NA	" "" Elektrivalgus ainult suurendab valu . "
70	NA	 Viimased kolm kuud olen ma elanud piinas . 
70	NA	 See istub mu ajus , nagu oleks keegi sinna naela löönud . 
70	NA	 Tuikab , lõikab , kõrvetab . 
70	NA	 Iga liigutus teeb valu . 
70	NA	 Ma ... ma karjun öösiti . 
70	NA	 Kuuvalgus leevendab pisut , aga ainult pisut . 
70	NA	" Polaaröö on tulemas ja ma ei vea seda ainult küünaldega välja . "" "
71	NA	 Engelbrektsen valas endale kruusi puskarit . 
71	NA	" Kruusil oli jääkaru pilt ja selle all kiri "" Ma ei ole turist , ma elan siin "" . "
71	NA	 Karul olid mustad pärani silmad , suu kõverdunud lõbusasse muigesse ning peas kandis ta punast nokkmütsi . 
71	NA	 Grpowski jõi väikeste lonksudega pudelist vett ja ampsas kõrvale kalapulki , mida talle soojendati petrooliumkütusega pannil . 
71	NA	 Teadlase korter oli väike ja ainult elementaarse sisustusega . 
71	NA	 Telerit polnud , nurgas seisis raadioaparaat , kuid seegi oli pigem sidepidamiseks mõeldud . 
71	NA	 Seinal rippus jahipüss . 
71	NA	" Raamaturiiulis nägi Grpowski hulgi norrakeelseid teadusajakirju , Strindbergi pehmeköitelisi norrakeelseid kogutud teoseid , "" Hamletit "" , Saxo Grammaticuse "" Gesta Danorumi "" ja Snorri Sturlsoni "" Heimskringla "" kommenteeritud väljaandeid . "
71	NA	 Oli varahommik , päike siras kirkalt läbi akende . 
72	NA	" "" Ma kutsusin teid Thorvaldi soovitusel . "
72	NA	 Tema lubas , et teie ei pea mind hullumeelseks . 
72	NA	" Me oleme ... olime koolivennad , "" ütles Engelbrektsen . "
73	NA	" "" Teie kiri polnud hullumeelse kiri . "
73	NA	 Ja pealegi on mind raske leida . 
73	NA	 Ma ei avalda kuulutusi ega oma interneti lehekülge . 
73	NA	 Eksortsiste pole olemas . 
73	NA	" Ma olen siin , ma tulin teid aitama . "" "
74	NA	" "" Muuseas , "" norralane võttis riiulilt väikse paberilehe ja ulatas selle Grpowskile . "
74	NA	" "" Siin on teie honorar , nagu palusite . "
74	NA	" Summa polnud just väike , aga meile makstakse Spitzbergenil hästi . "" "
75	NA	" "" Meile samuti , "" kostis poolaks muheledes , kui tsheki põuetasku suskas . "
76	NA	 Engelbrektsen nõjatus peaga vastu seina ja tõstis kukla taha pehme padja . 
76	NA	 Enda ette tõstis ja puskarikannu ja alustas vaiksel häälel . 
77	NA	" "" See kõik algas sellest , et ma tellisin endale ajakirju Spitzbergeni ajaloost . "
77	NA	 Meil on siin kaks UFO-juhtumit olnud . 
77	NA	 Esimene , see , mis juhtus 1949. aastal olevat olnud lihtsalt kõmu ja sellest pole palju kirjutatud . 
77	NA	 Teine juhtum oli 1952. aastal . 
77	NA	 Juunis . 
77	NA	" Ma sündisin 1952. aasta 5. juunil . "" "
78	NA	 Norralane võttis suure lonsku puskarit ja hingas Grpowskile näkku tulikuuma hingeõhku . 
79	NA	" "" Öeldakse , et inimestel on sünniaastal toimunu vastu haiglaslik ja seletamatu huvi , "" jätkas ta siis , kui Grpowski isutult kalapulki näksis . "
79	NA	" "" Lugu oli aga järgmine . "
79	NA	 Kuus Norra reaktiivlennukit sooritasid Spitzbergeni kohal treeninglendu . 
79	NA	 Äkitselt raadioside lennukite vahel katkes . 
79	NA	 Narvikis asuv radarijaam aga avastas kuue hävitaja läheduses tundmatu objekti . 
79	NA	 Üks lendureist märkas siis ranniku lähedal mingit veidrat metallist ketast . 
79	NA	 Paistis , nagu oleks see purunenud . 
79	NA	" Lendurite koordinaatide alusel saadeti Spitzbergenile hiljem uurimismeeskonnad , kes leidsidki tundmatu objekti ning ... "" "
80	NA	" "" Siis kõik uurimistulemused salastati , "" ohkas Grpowski väsinult . "
81	NA	" "" Ei , üldiselt mitte . "
81	NA	 Avalikkusele sai hiljem teatavaks , et leitu oli 50-meetrise läbimõõduga radioaktiivselt kiirgav keha . 
81	NA	 Algul arvati , et see on venelaste katselennuk , kuna selle välispinnal olid mingid segased kujundid . 
81	NA	 Siis leiti , et tegu on ikkagi maavälise asjaga , kuna materjali , millest objekt ehitatud , ei suudetud tuvastada . 
81	NA	 Aga see asi toimetati kuidagi USA-sse ja sinna ta olevatki jäänud . 
81	NA	" Ufoloogid peavad kogu lugu võltsinguks . "" "
82	NA	" "" Teie ei pea ? "" "
83	NA	" "" Ma ei teadnud , mida arvata . "
83	NA	 Võite sellest nii aru saada , et mul hakkas igav . 
83	NA	 Tellisin endale tolle juhtumi kohta niipalju materjale kui võimalik . 
83	NA	 Mul õnnestus välja selgitada koordinaadid , kust ese leiti . 
83	NA	 Juhtumisi jääb see saarestiku ligipääsvatasse kanti , ega siin igale poole ilma kopterita saagi . 
83	NA	 Üle poole meie üheksast saarest on niigi jäämägede ja lumeliustike all . 
83	NA	 Lund ja vihma meil aga peaaegu ei saja . 
83	NA	 Tihtipeale mõtled , millest need taimed siin toituvad ... 
83	NA	 Aga olgu , nii ma siis asusingi otsima . 
83	NA	 Minu töö viib mind niigi saare erinevatesse osadesse , ja ma ei leidnud sellisel kõrvalharrastusel midagi viga olevat . 
83	NA	 See UFO kukkus ka niiöelda meie tsooni , venelased seal ei kaeva . 
83	NA	" Pealegi ... "" "
84	NA	" "" Pealegi ? "" "
85	NA	" "" Pealegi olin ma ammu karude ja rebaste käitumises midagi kummalist täheldanud . "
85	NA	 Anomaalset , kui soovite . 
85	NA	 Nad hoiavad eemale just sellest kohast , ei lähe sinna lähedale , kuigi just seal on väga häid murakakohti . 
85	NA	 Ja linnud ... 
85	NA	 Seal pole pesi , kas teate . 
85	NA	" Igal pool mujal on , aga seal ei ole . "" "
86	NA	" "" Mis koht see siis on ? "" "
87	NA	 Engelbrektsen ohkas ja valas endale uue kruusitäie puskarit . 
88	NA	" "" Võibolla polekski midagi juhtunud , kui ma oleks lihtsalt piirdunud teadmisega , et see on tavaline kivilõhe , kust neljakümne aasta tagusest sündmusest enam ühtki märki pole . "
88	NA	 Umbes niimoodi seal kõik välja nägi . 
88	NA	 Harilik kivirägastik tundramaastikul . 
88	NA	 Loomulikult polnud mul meetritäpsusega koordinaate — suutsin piiritleda umbes ruutkilomeetrise ala . 
88	NA	 Põhja poolt algab mäestik , itta jääb meri , lõunapool väga kõle tasandik . 
88	NA	 Meil ei kasva ju puid . 
88	NA	 Mõne kuu jooksul ei jõua ju puud kasvada , võite leida ainult imepisikesi kääbuskaski . 
88	NA	 Sellest pole võimalik kiiresti aru saada , kui väga sa puude järele igatsed . 
88	NA	 Esimestel kuudel seda ei tunnegi , siis hakkab midagi häirima , närima . 
88	NA	 Ilmselt tuleb igatsus puude järele selle meeletu äralõigatuse tundega , mida siin koged . 
88	NA	" Aga äralõigatust ma ju tahtsingi , kui siia tulin ... "" "
89	NA	" "" Kas te siis leidsite midagi ? "" "
90	NA	" "" Mida mul oli leida ? "
90	NA	 Tusk , tüdimus ja vajadus millegi uue järele ajas mind Spitzbergenile ning ilmselt ka UFO kukkumiskohta otsima . 
90	NA	 Ma vist ütlesin , et seal on kivid ? 
90	NA	 Palju kive . 
90	NA	 Tasandiku poole on kivid väiksemad , siis , mägedele lähemale hakkavad nad rahnudeks muutuma , kuni lõpuks algabki mäestik . 
90	NA	 Kuna kõrgemad tipud mattuvad uttu , siis sa lihtsalt eksled kivilt kivile , kuni lõpuks põrkud otsekui vastu seina . 
90	NA	 Umbes nii minuga juhtuski . 
90	NA	 Seisin aheliku ees ja tundsin ennast võrdlemisi tobedalt . 
90	NA	 Siiski otsustasin läbipääsu otsida , sest tahtsin leida lähimat pesapiirkonda . 
90	NA	 See anomaalia oli mind juba liialt häirima hakanud . 
90	NA	 Ma leidsin läbipääsu . 
90	NA	 See pole päris tee , pigem looduslik rada , mille vahelt inimene läbi pääseb . 
90	NA	 Kogu see piirkond jääb meie rahvuspargi äärealale ja seda pole palju uuritud . 
90	NA	 Kaevandusi seal samuti läheduses pole . 
90	NA	" Meie keskusest jääb see suvel nelja tunni tee kaugusele ... "" "
91	NA	 Grpowskile meenus , et vanasti , enne tehnikaajastut , arvutati vahemaid samuti läbitava aja järgi , mitte pikkusühikutes . 
92	NA	" "" Ma pääsesin pisut kõrgemale , "" rääkis Engelbrektsen edasi . "
92	NA	" "" Ronisin mööda teravaid kaljurünke . "
92	NA	" Siis tuli käik . "" "
93	NA	" "" Käik ? "" "
94	NA	" "" Noh , ma nimetan seda niimoodi . "
94	NA	 Tegelikult võiks see olla pigem koobas — piisavalt suur , et inimene sinna sisse mahuks — kui ta just klaustrofoobiat ei põe . 
94	NA	" Mina ei põe ... ei põdenud . "" "
95	NA	 Uus kruusitäis hundijalavett voolas norralase kurku ja Grpowski oli kindel , et mees ei jää kunagi purju . 
95	NA	 Alkohol oli talle tõesti vaid mingi valu leevendamiseks . 
95	NA	 Grpowski võttis taas lonksu mineraalvett ja kuulas edasi . 
96	NA	" "" Ma tulin tagasi ja võtsin kaasa laskumisvarustust , niipalju , kui seda keskuses leida oli . "
96	NA	 Ma ei teadnud , mida lootsin leida . 
96	NA	 Roomasin umbes viiskümmend meetrit , oli kitsas ja niiske , aga ma ei kartnud . 
96	NA	 Lõhnas huvitavalt , ma ei erista hästi lõhnu , võibolla joomise pärast , aga mulle tundus , et see oli väävel või midagi niisugust . 
96	NA	 Te ei kujuta ette , kui veidralt võib maa all lõhnata . 
96	NA	 Toksisin endale kaasa erinevaid kivimeid , mõtlesin , et niimoodi allmaa arheoloogid vist tavaliselt teevad . 
96	NA	 Siis põrkasin vastu seina . 
96	NA	 Olin sügaval maa all ja koobas lõppes . 
96	NA	 Sain aru oma ürituse mõttetusest ja tahtsin hakata tagasi roomama , kuid miski hoidis mind kinni . 
96	NA	 Midagi tundus olevat arusaamatu , kuidagi veider ja sobimatu . 
96	NA	 Siis taipasin — sein , millega koobas lõppes , oli liiga sile . 
96	NA	 Kõik ümberringi oli krobeline ja terav aga sein oli sile . 
96	NA	 Nagu ta poleks päris loomulikku päritolu . 
96	NA	 Olin põnevil , kuid vist ka üksjagu ehmunud . 
96	NA	 Otsustasin ka seinast mõned proovid kaasa võtta . 
96	NA	 Korraks käis peast läbi mõte , et sealgi võiks olla UFO , mis siis seletamatul kombel maa alla sattunud ... 
96	NA	" Mõte oli loomulikult jabur , kuid innustas mind edasi tegutsema . "" "
97	NA	 Engelbrektsen vaikis hetkeks , oli näha , et edasi on tal raske rääkida . 
97	NA	 Grpowksi kuulas teda poekvil silmadega ning loputas mineraalveega hammaste vahel kalapulkade saiapuru . 
98	NA	" "" Ma valgustasin seina . "
98	NA	 Tundus , et see polegi päris kivim , hoopis midagi pehmemat . 
98	NA	 Toksisn seda geoloogihaamriga ja seina tekkisid praod . 
98	NA	 Tekkisid üpris kergesti . 
98	NA	 Ma vajutasin siis kogu jõuga seina peale . 
98	NA	 Samal hetkel ... samal hetkel kostis karjatus . 
98	NA	 Ma vajusin läbi seina või müüri ja taipasin , et karjuja olin ma ise olnud . 
98	NA	" Võin vanduda , et ma suud ei avanud ... "" "
99	NA	" "" Vanduda pole vaja , "" manitses Grpowski tasa . "
100	NA	" "" ... tundus , nagu oleks karjatus kostnud minu seest , minu teadvusest . "
100	NA	 Avastasin ennast nüüd madalast , ümarate ja tõepoolest kivist seintega koopast või kambrist . 
100	NA	 See paistis olevat igal juhul loodusliku tekkega ja see oli tühi . 
100	NA	 Tõenäoliselt olin varisenud läbi liivakivi või savi ja basaldi segu . 
100	NA	 Igaljuhul edasi polnud siit enam kuhugi minna . 
100	NA	 Aga siin hakkasin kuulma ja tajuma enda ümber palju kummalist . 
100	NA	 Mingi must udu mähkis mind enda sisse , laternavalgus hakkas tuhmuma . 
100	NA	 Mõtlesin , et tegu on mingi gaasiga ja hakkasin ehmunult väljapääsu poole roomama . 
100	NA	 Jälle karjus keegi , see kostus , nagu oleks karjunud mitu tuhat inimest , karje oli väga valus , kui saate aru , mida mõtlen . 
100	NA	 Ja siis tundsin valu . 
100	NA	 Mingi nael löödi minu ajju , põletav tuline ront tungis teadvusesse . 
100	NA	 Keegi hakkas minuga rääkima , saatma mulle mingit informatsiooni , udu mähkis mind üha rohkem endasse , sain aru , et ainult mina olen udus , ülejäänud osa kambrist mitte . 
100	NA	 Midagi toimus veel , väga paljugi toimus veel , aga ma ei saanud sellest aru . 
100	NA	 Tundsin vaid valu , seletamatut ängistust ja hirmu . 
100	NA	 Olin kellegi või millegagi kohtunud , kontakteerunud ja see miski ei armastanud mind . 
100	NA	 Ma põgenesin , saadetuna õudusest ja piinast , mis juba oli haaramas kogu keha . 
100	NA	 Ma ei mäleta täpselt , kuidas ma koopast välja pääsesin . 
101	NA	" "" On see kõik ? "" küsis Grpowski . "
102	NA	" "" Ei , kaugeltki mitte . "
102	NA	 Ma jõudsin koju ja sain aru , et kes või mis seal koopas ka poleks , tagasi sinna minna ma ei tohi . 
102	NA	 Kavatsesin kogu loo unustada , aga te ju teate , et vägivaldselt ei saa midagi unustada . 
102	NA	 Siis hakkaski kõik toimuma . 
102	NA	 Kui oleksin hull , usuksin ilmselt , et olen hulluks läinud . 
102	NA	 Aga ma olen täiesti terve . 
102	NA	 Ma kuulen hääli . 
102	NA	 Need pole skisofreeniku tunded , nagu oleks keegi su teadvuse vallutanud ja suunaks midagi tegema , ei ! 
102	NA	 See juhtub öösiti , ka siis , kui pole pime . 
102	NA	 Mõnikord ka päeval . 
102	NA	 Minu kõrvus mühiseb ja kohiseb midagi , tundub , nagu midagi lendaks minu läheduses . 
102	NA	 Ma ei tunne küll kellegi lähedalolekut , aga saage aru , minu teadvus pole siin enam üksi . 
102	NA	 Undab ! 
102	NA	 Minu ümber undab , kriiksub ja kahiseb midagi . 
102	NA	 Keegi viilib mind seestpoolt . 
102	NA	 Mõnikord kaotan tasakaalu ja kukun , silme ette tekib mingi vastik udu , millest nagu küünitaks midagi minu poole . 
102	NA	 Ja see valu ! 
102	NA	" Ma ei teagi enam seda tunnet , mis tähendab ilma valuta elada , valu on peas , vahel ka kaelasoontes ja suundub rinda , pingutab veresooni , keerab neid sõlme ... "" "
103	NA	" "" Olete te ennast arstile näidanud ? "" "
104	NA	" "" Jah , Longyearbyenis . "
104	NA	 Aga ta leidis mu täiesti terve olevat . 
104	NA	" Psühhiaatri juurde ma ei julge minna ... "" "
