par_nr	head	sentence
8	NA	 Kui mulle esmalt sellest räägiti , meenus mulle Sisyphose müüt . 
8	NA	 Roboteid nimetatakse siin himaajadeks . 
9	NA	 Tõusin püsti ja järgnesin valgustabloo märguandele , mis käskis mul astuda laskuri lüüsikambrisse . 
9	NA	 Sama teed pidi olin ruumiterminalis laskuri pardale asunud . 
9	NA	 Lüüsikambris tundus õhk hõredam , aga värskem . 
9	NA	 Minu selja taga sulgus uks , mis viis laskuri sisemusse . 
10	NA	 Laskuri lükanduksed avanesid . 
10	NA	 Ma ootasin mingit häält , kuid seda polnud . 
10	NA	 Excelsus avanes mu ees täielikus vaikuses . 
11	NA	 Olin oodanud päikesesähvatusi , lumeundu , talvevõimu . 
11	NA	 Midagi mõjusat , mis avaks mulle esimesel pilguheidul planeedi talve kogu oma täiuses ja ilus . 
12	NA	 Midagi sellist polnud . 
13	NA	 Oli väga vaikne . 
13	NA	 Laskuri mootorid olid seiskunud , tuult ei olnud . 
13	NA	 Sadas lund , väga vaikselt ja lihtsalt . 
13	NA	 Excelsus tervitas mind pehmelt ja ulatas mulle oma lumise käe , kutsudes Talve , nagu ainult tema seda tundis . 
13	NA	 Läbi mahedalt langevate lumeräitsakate suutsin eristada platvormi vilkuvaid äärisseinu , liftishahti torujat kuplit ja ehitist , mis kõige rohkem ümbritsevast sarnanes ruumiterminaliga ühenduses oleva Jaamaga . 
14	NA	 Jaama poolt lähenes mulle erkpunases riietuses mees . 
14	NA	 Ta kahlas kergelt hüpeldes läbi lume ja juba kaugelt nägin , et mees naeratas . 
14	NA	 Siiralt ja avalalt . 
15	NA	" "" Te meeldite talle . "
15	NA	" Tõite meile hea ilma kaasa ! "" hüüdis mees ja need olid esimesed helid , mis Excelsusel minuni jõudsid . "
16	NA	 Mees jõudis lähemale ja ma nägin , et ta kandis seljas kuulsat Excelsuse skaftoogat , pükskostüümi , mille Brommer lasi spetsiaalselt selle planeedi jaoks valmistada . 
16	NA	 Ligidalt ei paistnudki skaftooga nii jäle , nagu sellest räägiti . 
17	NA	" "" Tervist , Zeman , Excelsus tunneb , et te olete hea inimene . "" "
18	NA	" "" Peaksin vist olema meelitatud , "" laususin minagi oma esimesed sõnad Excelsusel . "
19	NA	 Mees tõi kuuldavale mingi heli , mis pidi olema ilmselt naer . 
20	NA	" "" Excelsus ei meelita kunagi , jätke see meelde . "
20	NA	 Ta ütleb kõik otse välja , mida mõtleb . 
20	NA	 Juba kolm kuud pole meil torme olnud , kuid viimane nädal on olnud väga külm . 
20	NA	 Kui aga saabus teade teie saabumisest , hakkas vaikset lund sadama ja läks soojemaks . 
20	NA	 See lumi on tööks just paras , pilved katavad tähed kinni ja pole tarvis prille kanda . 
20	NA	" Ja võtke oma okulaarid eest ära , neid pole praegu vaja . "" "
21	NA	 Tõepoolest , taipasin alles nüüd , et minu vastuvõtjagi ei kandnud prille . 
21	NA	 Läbi lumesaju vaatasid mulle kergelt habetunud näost vastu kitsad , mongoliidse lõikega , kavalalt naeratavad silmad . 
21	NA	 Skaftooga kapuuts kattis mehe pead nii , et ainult silmad paistsidki . 
22	NA	 Mul tuleb hakata inimesi silmade järgi eristama , mõtlesin . 
22	NA	 Tõenäoliselt võisid ka skaftoogad erinevat värvi olla , et kohalikud üksteist jääliustikel ja lumesajaus ära tunneksid . 
22	NA	 Selleks , et osata inimestel nende kuju , kõnnaku ja liikumisharjumuste järgi vahet teha , on minu viibimisaeg Excelsusel liiga lühike . 
23	NA	 Mees viipas laskuri poole . 
23	NA	" "" Teie pagas on ikka veel seal purgis ? "" "
24	NA	 Noogutasin . 
24	NA	" "" Mulle öeldi , et seda ei pea käe otsas tassima . "" "
25	NA	" "" Ja õigesti öeldi . "
25	NA	" Oodake veidi . "" "
25	NA	 Mees astus lüüsikambrisse ja õiendas seal juhtklaviatuuri kallal . 
26	NA	" "" Meil käib inimesi harva , seepärast Jaamas alalist meeskonda ei olegi , kõike tuleb ise teha , "" hõikas ta lüüsist . "
26	NA	" "" Mina , näete , olen juba omandanud mehaaniku , lennujuhi , giidi ja pakikandja elukutse . "
26	NA	 Seda vana Rulkot ei meelita ju naljalt Galerii juurest eemale . 
26	NA	 Inimene õpib , kuni elab . 
26	NA	" Nonii , siit ta tuleb . "" "
27	NA	 Laskuri kerest eraldus kerge undamise saatel pagasiruumi paneel ja minu varandus veeres moodulist välja . 
27	NA	 See suur alumiiniumkonteiner , kuhu minu pagas ruumiterminalis mahutati , meenutas mulle millegipärast kirstu . 
28	NA	" "" Siin on nüüd üks monorada , see viib teie asjad kõik kenasti lifti . "
28	NA	 Meie ise peame kondiauruga hakkama saama . 
28	NA	 Vean kihla , et te pole kaua korralikult kõndida saanud . 
28	NA	 Ongi teil paras aeg konte sirutada . 
28	NA	" Ja meie juures saate jalutada palju , seda ma luban . "" "
29	NA	 Loomulikult oli minu vastuvõtjal õigus . 
29	NA	 Monoraja rööbas oli lund täis sadanud , kui mees jälle klaviatuuri kallal asjatas , lõid lume alt monoraja tuled helendama . 
29	NA	 Punane valguskiir kulges laskurist liftini . 
29	NA	 Excelsuse esimesed värvid on punane ja valge , mõtlesin . 
29	NA	 Minu pagas veeres rahulikult mööda rööbast liftishahti poole . 
30	NA	" "" Sooh ! "
30	NA	 Valmis , võime liikuma hakata . 
30	NA	 Saame siis tuttavaks ka . 
30	NA	" Minu nime te ikka teate ? "" küsis mees , kui lüüsist välja astus . "
31	NA	 Tegin näo , nagu üritaksin mälu pingutada . 
32	NA	" "" Girei . "
32	NA	" Magister Girei ... ? "" "
33	NA	" "" Hassim Dumar Girei . "
33	NA	 Excelsuse Galerii Ülemmeister ja Akadeemia alaline Magister , kohakaasluse alusel ka kõike muud , millise tööga parasjagu õnnistatakse . 
33	NA	" Teie teenistuses , Zeman ! "" "
34	NA	" "" Aitäh , olete sellega juba peale hakanud . "
34	NA	 Mina olen Bent vris Zeman . 
34	NA	" Samuti teie teenistuses . "" "
35	NA	" "" Seda on teil raske olla , Bent vris Zeman , aga olge te teretulnud Excelsusele . "
35	NA	 Meil on kõigi külaliste üle hea meel , eriti veel nende üle , kes hea ilma kaasa toovad . 
35	NA	 Olete aadlik ? 
35	NA	 Vris peab vist kõrget sugu tähendama ? 
35	NA	 Ärge siis pange meie lihtsaid kombeid pahaks , kunstirahvas , teate isegi . 
35	NA	" Hakkame liikuma ... siiapoole , palun , vris Zeman . "" "
36	NA	 Ja Girei osutas käega liftishahti suunas . 
36	NA	 Pagas oli juba poolel teel . 
36	NA	 Hakkasime läbi hangede sumpama . 
37	NA	" "" Ma olen ainult teadusaadlik , mitte sünnijärgne . "
37	NA	" Kutsuge mind lihtsalt Zemaniks , või kuidas iganes soovite , "" ütlesin Gireile . "
37	NA	" "" Tiitlit pole vaja . "
37	NA	 Ma ei pea ennast pärisaadlikuks . 
37	NA	 Õieti pole ma viitsinud isegi oma privileegidega tutvuda . 
37	NA	" Uskuge mind , nii on palju lihtsam . "" "
38	NA	" "" Teadusaadlik ? "
38	NA	 Väga huvitav . 
38	NA	 Meil pole varem aadlikke olnud . 
38	NA	 Meil on üldse vähe inimesi käinud . 
38	NA	 Muide , ka sellest teie Konservatooriumist pole siin varem kedagi olnud . 
38	NA	 Aga hea , et üldse tulite . 
38	NA	 Ma olen teile kolm läkitust saatnud , Zeman . 
38	NA	" Esimese juba nii ammu , et siis ei teadnud me ningodest peaagu üldse midagi peale selle , et nad olemas on . "" "
39	NA	" "" Ma tean ja kogu Konservatoorium on teile väga tänulik . "
39	NA	 Teie vaatlusandmed on suure teadusliku tähtsusega , meie andmebaas ningodest pea ainult teie läkitustest koosnebki . 
39	NA	" Ningod huvitavad meid väga . "" "
40	NA	" "" Miks te siis varem ei tulnud ? "" päris Girei . "
40	NA	" "" Kas tõesti Brommer ärgitas teid üles , kuna Esimene Festival on nii lähedal ? "
40	NA	 Me lootsime Konservatooriumist abi juba ammu , aga te ei vastanud ühelegi läkitusele . 
40	NA	 Siis olime sunnitud Brommeri poole pöörduma . 
40	NA	" Ta lubas Konservatooriumile tuule alla teha ja paistab , et tegigi . "" "
41	NA	 Ruumi üks rikkamaid inimesi , tööstur ja kunstimetseen Petrus Brommer oli tõepoolest Terranoova Konservatooriumi poole pöördunud . 
41	NA	 Pöördumiseks on seda , tõsi küll , raske nimetada . 
41	NA	 Ühel kenal päeval tuhises Brommer kuskilt avarustest Terranoovale , hankis endale Administraatorilt hõlpsasti pääsuloa Konservatooriumisse ja ilmus täies hiilguses , krooni ja muude aksessuaaridega rektori enese palge ette . 
41	NA	 Jutt olevat olnud lühike , Konservatoorium nimetab summa ja saadab ekspeditsiooni Excelsusele , Brommer maksab ja unustab selle , et pidi isiklikult Terranoovale laekuma ja teadlastega oma aega raiskama . 
41	NA	 Kui rektor seepeale väitis , et Konservatoorium ei osuta ega müü oma teenuseid , kuna on Tema Majesteedi Teaduste ja Tehnoloogia Ameti otsealluvuses ning tegeleb riiklikul tasemel püstatatud probleemidega , mitte Brommeri erahuvidega , muutis rahamees tooni . 
41	NA	 Rektori poolt oli see juba loomulikult puhas väljapressimine , sest Capaneusi koopainimesed olid just avastatud ja Konservatoorium kihas elevusest sama võimsalt , kui ägas rahapuuduse käes . 
41	NA	 Muidugi pidi Brommer oma bravuuri maha võtma , rektor on kõva käega mees ja enne , kui keegi teaduse ees kasvõi sümboolset kummardust ei tee , ei saavuta temalt midagi . 
41	NA	 Excelsus oli meil ammu sihikul olnud , Girei esimesest läkitusest saati , tema teated ningodest olid lihtsalt nii tähelepanuväärsed . 
41	NA	 Oli vaja vaid veel ühte tõuget , midagi erilist , et projektile finantseerimine taha saada . 
41	NA	 Juhtus aga hoopis nii , et Brommer tuli ise ja avas meile ukse Excelsusele . 
41	NA	 Ja Brommerit huvitas ainult Festival ... 
42	NA	 Jõudsime liftishahtini , Girei avas ukse ja me astusime sisse . 
42	NA	 Niipalju kui jõudsin aru saada , oli lift tülgastavalt sarnane kõikide liftidega , mis viisid reisjaid hõredalt asustatud planeetide laskumisplatvormilt mingi lauskmaa transpordivahendini . 
42	NA	 Lift oli täiesti tühi ja kolises . 
42	NA	" Excelsuse puhul ei saanud aga ka kasutada väljendit "" hõredalt asustatud "" . "
42	NA	 Vähemalt sel määral , kui see puutus inimasustusse . 
43	NA	" "" Teie pagas läks transpordiliftiga , "" ütles Girei . "
43	NA	" "" Ta on juba all . "" "
44	NA	 Laskumine ei kestnud kaua , Excelsuse platvorm ei olnud kuigi kõrge . 
44	NA	 Veidi aja pärast suundusime lauskmaa heljuki poole , mis Gireid lumesajus ootas . 
45	NA	" "" Alguses ma nautisin meeletult madallendu heljukiga , "" seletas Magister , kui meie üle lumiste väljade Akadeemia poole tuiskasime . "
45	NA	" "" Teate , ma isegi käisin igasugu tühja-tähja pärast platvormil , mõtlesin põhjuseid välja . "" "
46	NA	" "" Kunstniku kohta olete siis väga tehnikalembene , "" sõnasin . "
46	NA	 Girei oli hakanud mulle esimesest pilgust meeldima . 
46	NA	 Ta meeldis mulle juba varemgi , kohe , kui tema isikutoimiku Konservatooriumis olin läbi lugenud . 
46	NA	 Girei oli maast madalast peale ilmutanud hämmastavaid skulptorivõimeid . 
46	NA	 Poisi esimeste näpuharjutustena valminud tööd malahhiidi ja marmori segust olid võitnud suure tunnustuse tema koduplaneedil ja vanemad olid oma ainsa võsu saatnud Ruumi kallimasse Kunstiakadeemiasse . 
46	NA	 Girei jätkas oma töid , minnes üha suurematele vormidele ja keerukamatele materjalidele . 
46	NA	 Poisi nägemus kivimite sisemisest hingest sulas imetlusväärsel kombel kokku kogu Terranoova Ruumis võimust võtva uus-renessansiga . 
46	NA	 Ta oskas tunda ja kivisse vormida seda , mida tema ümber igatseti , ja igatses seda , mida tema ümber ei tuntud . 
46	NA	 Gireil oli suur oht muutuda kommertskunstnikuks , kuid suutis sellest Kunstiakadeemia abiga välja põigelda . 
46	NA	 Kui uue geeniuse stuudiot külastas Brommer , et mõned tööd osta , ei teadnud viimane veel Excelsusest midagi . 
46	NA	 Ja kui Brommer ostis Excelsuse , ei kõhelnud ta kaua . 
46	NA	 Ta tegi Gireile ettepaneku saada Excelsuse Galerii Ülemmeistriks ja Girei nõustus . 
46	NA	 Nüüdseks oli ta Excelsusel viibinud 30 aastat . 
47	NA	" "" Kahjuks küll , "" nõustus ta nüüd . "
47	NA	" "" Ilma tehnikata ei saa tänapäeval ükski kunstnik hakkama . "
47	NA	 Meie himaajad on täiesti asendamatud ja te ei kujuta ette , kui mitut sorti neid on . 
47	NA	 Mina ei teinud neil asjandustel alguses üldse vahet . 
47	NA	 Aga Brommer saatis ja saatis üha uusi ja nüüd oleme nendega nii ära harjunud . 
47	NA	 Poleks himaajasid , poleks Galeriid , nii lihtne see ongi . 
47	NA	 Aga mina olen kiindunud ka igasugustesse liikurvahenditesse , ma naudin kiirust , teate . 
47	NA	 Mõni aasta tagasi tahtsin isegi siin ühe võiduajamise korraldada , ainult kunstnike vahel . 
47	NA	 Aga asi jäi soiku ja sestap olengi mina niiöelda valvevoorimees , kes Akadeemia ja platvormi vahet ajab . 
47	NA	" Käiks meil ainult inimesi rohkem ! "" "
48	NA	" "" Külastajate puudust ei tohiks teil ju varsti enam olla ? "" "
49	NA	" "" Mõtlete Festivali ? "
49	NA	 Sinna on veel aega , kaks standardaastat , kurat neid võtaks . 
49	NA	 Ma ei kujuta ette , kuidas Brommer need moodulhotellid siia kohale saab . 
49	NA	 Mitte üldse ei kujuta ette . 
49	NA	 Toob taevast majad kohale ? 
49	NA	 Siia , hangedesse ? 
49	NA	" Ja seda kõike vaid ühe aastaga ? ! "" "
50	NA	 Girei teadis sama hästi kui mina , Brommer või ükskõik kes teine , et hotellid t u l e v a d Excelsusele . 
50	NA	 Tulevad ruumiterminali ja paigaldatakse konstruktorlaskuritelt Excelsuele . 
50	NA	 Kiiresti ja vaikselt . 
50	NA	 Ja need hotellid saavad inimesi puupüsti täis . 
50	NA	 Kaheks-kolmeks päevaks . 
50	NA	 Ja pärast seda on Brommer jälle rikkam . 
51	NA	 Ma sain Gireist täiesti aru . 
51	NA	 Nii tema teeseldud kahtlustest hotellide suhtes kui heljuksõidu nautlemisest . 
51	NA	 Kiirendust tundmata tuhisesime mõne meetri kõrgusel Excelsuse pinnast . 
51	NA	 Mingit mootorite häält me ei kuulnud , heljuk oli surmvaikne sõiduriist . 
51	NA	 Lumi tuiskas meile vastu , keerles pööraselt meie ümber ja mattis meid . 
51	NA	 Kui ma tõesti meeldisin Excelsusele , siis ise olin planeeti juba suisa armunud . 
52	NA	" "" Teil on tõesti imeilus maailm , "" ütlesin Gireile . "
52	NA	" "" Mul on kahju , et saan siin nii vähe olla . "" "
53	NA	" "" Ilu pole te veel näinud , oodake kuni homme Galeriise läheme . "
53	NA	 Ja see pole veel ka kogu muusika . 
53	NA	 See , milleks planeet võimeline on , seda saab praegu vaid arvutiekraanilt näha ja ma räägin teile , Zeman , et juba s e e on midagi . 
53	NA	" Aga mis siin kahe aasta pärast lahti läheb , kui kõik saab tõeliseks ! "" "
54	NA	 Jah , mõtlesin , mis toimub siin kahe aasta pärast , on võimalik enam-vähem ette kujutada . 
54	NA	 Hoopis keerulisem on arvata , mis toimub pärast seda , kui Festival läbi saab , siis kui Excelsuse tähed ei rista enam oma kiiri nagu Terranoova musketärid mõõku Tema Majesteedi meeleheaks . 
55	NA	" "" Aga miks te siis nii väheseks ajaks jääte ? "" päris Girei . "
55	NA	" "" Vaevalt te paari päevaga suudate ningode mõistatuse lahendada . "
55	NA	 Mina olen neid varsti kümme aastat jäginud ega pole põrmugi targemaks saanud , ei sugugi . 
55	NA	 Pigem vastupidi , nad oskavad alati miski viguriga välja tulla . 
55	NA	" Nad muudavad oma kombeid , pole kunagi need , mis olid enne . "" "
56	NA	" "" Konservatooriumil on omad tavad ja meetodid , "" kostsin . "
56	NA	" "" Me oleme küll suur asutus , aga ka meid ei jätku terve Ruumi peale . "
56	NA	 Mõistusliku elu otsimine on Tema Majesteedi ja tegelikult kogu inimkonna arvates niivõrd oluline ülesanne , et iga jälge tuleb uurida põhjalikult , metoodiliselt ja kaua . 
56	NA	 Viimase aja tähelepanu on koondunud Capaneusile . 
56	NA	 Sinna lähevad meie rahad ja inimesed . 
56	NA	" Poleks olnud Capaneusi , oleksime ammu Excelsusel olnud . "" "
57	NA	" "" Mõtlete neid koopainimesi ? "
57	NA	 Neid , kes veel kiviajas elavad ? 
57	NA	 Võimas värk ! 
57	NA	 Ma mäletan hästi seda uudist , see oli ju sensatsioon . 
57	NA	 Brommer ise saatis siia selle filmi , mis neist peletistest oli tehtud . 
57	NA	 Meie naisterahvad ei saanud mitu ööd korralikult magada , see oli nende jaoks liiga jube . 
57	NA	 Eriti need kohad , kus nad einestama hakkasid . 
57	NA	" Ningodega on nad ära harjunud , aga inimesi , näe , kardavad ! "" "
58	NA	 Brommer oli saatnud Excelsuse Akadeemiale kärbeteta dokumentaalfilmi Capaneusi koopainimestest . 
58	NA	 Filmi oli ta Konservatooriumilt luba küsimata ühelt meie töötajalt ropu raha eest üles ostnud ja tahtis seda ka ise edasi müüa . 
58	NA	 Rektori palvel oli Tema Majesteet ise sekkunud ja film võeti Brommerilt ära . 
58	NA	 Akadeemiasse oli ta selle saatnud absoluutselt juhuslikult , muu meelelahutusliku kraami hulgas , mida ta siia tihti läkitas . 
58	NA	 Brommer hoolitses oma töötajate eest hästi , seda ei saanud salata . 
58	NA	 Kummati olin Brommeri peale tige ja vahest ka kade , et just tema , rahahai , oli esimesena tõmmanud sideme Excelsuse ja Capaneusi vahele . 
59	NA	" "" Muuseas , naisterahvastest , "" Girei valis sõnu ja tundus veidi kohmetunud olevat . "
59	NA	" "" Vaadake , ma ei tea täpselt Terranoova , õukonna ja üldse muu maailma tavasid , olen liiga kaua Galeriis olnud , aga juhiksin teie tähelepanu , et meil võivad siin olla teie jaoks mõneti ebaharilikud kombed . "
59	NA	 Naisterahvad on Excelsusel sisuliselt samasugused kunstnikud nagu mehedki . 
59	NA	 Nad ei ole meil seltskonnatüdrukud , õigemini , pole meil neid üldse . 
59	NA	 On arvatud , et Brommer hoiab selle arvelt kokku , aga nii see päriselt pole . 
59	NA	 Meil on naisi ja mehi enam-vähem võrdselt ja isegi kindlaid paare . 
59	NA	" Magistrina peaksin vist paluma teil seda arvestada . "" "
60	NA	 Gireil olid lihtsustatud arusaamad õukonnaelust , nagu ka Ruumi uuematest kommetest . 
60	NA	 Ma ei imestanud selle üle , ega pannud seda ka talle pahaks . 
60	NA	 Kolmkümmend aastat Excelsuse Galeriis võisid kunstniku muust ilmaruumist ära lõigata . 
60	NA	 Ma teadsin kõike Excelsuse kommetest , nende erinevusest Terranoova omadega ja teadsin ka peast paljude Excelsuse asukate nimesid ja elulugusid . 
60	NA	 Teadsin iga kui rida Girei läkitustest . 
61	NA	 Konservatoorium ei saada luureretkele ettevalmistamata inimest . 
61	NA	 Saati siis veel mind , Tema Majesteedi Teaduste ja Tehnoloogia Ameti Mõistusliku Elu Otsimise Konservatooriumi luureülemat , parun Bent vris Zemanit , kes vaid nädalapäevad tagasi oli Tema Majesteedilt eneselt saanud kingituseks päruslaeva . 
61	NA	 Teenete eest Capaneusil . 
62	NA	" Ainukesed "" pisiasjad "" , mida mina ja Konservatoorium ei teadnud , olid seotud ningodega ja nende mõistatusliku seotusega Capaneusi koopajoonistega . "
62	NA	 Lahendus võis , aga ei pruukinud peituda siin , jääaegade kütkes vaevleval Excelsusel , kus Petrus Brommer tegi teoks oma fantastilist unistust . 
63	NA	 Universumi suurimat jääskulptuuride galeriid . 
64	 II 	 II 
65	NA	 Akadeemias saatis Girei mind mu toaukseni , olles eelnevalt jälginud , et pagasiga oleks kõik korras . 
65	NA	 Ta ei pruukinud mulle teed juhatada , tundsin Akadeemia siseplaani sama hästi kui tema , aga seda polnud vaja kunstnikul teada . 
65	NA	 Ma lasin Gireil lihtsalt nautida veel ühte ametit , mida Excelsuse karm elu ja Brommeri vaist olid tema peale pannud — hotelliadministraatori oma . 
65	NA	 Gireid Magistriks määrates oli Brommer teinud kahtlemata õige valiku . 
65	NA	 Väiksekasvuline pilusilmne skulptuurigeenius sai suurepäraselt hakkama iga tööga , mis tema ette veeres . 
66	NA	" "" Ma ei tea , kuidas te ise paremaks peate , "" ütles Girei mulle kergelt kõheldes hüvastijätuks , "" aga hea meelega koguksin homme hommikul kokku väikese seltskonna , keda võiksite veidi valgustada oma tulekust ja ... meie olukorrast . "
66	NA	 Räägiksite , miks siis Konservatoorium on teid ikkagi siia saatnud ja seletaksite üldse kogu seda umbsõlme . 
66	NA	 Vaadake , meil ei käi palju külalisi , ega Brommer ei laseks ka , ja seepärast on iga inimene , kes Excelsusele juhtub , äärmiselt teretulnud ja huvipakkuv . 
66	NA	 Teie veel eriti . 
66	NA	 Usun , et ka teile on enne Galeriisse minekut kasulik meie inimestega rääkida . 
66	NA	" Ja teeksime selle jutuajamise meie aulas . "" "
67	NA	 Girei oli suur kavalpea . 
67	NA	 Ta hoidis Akadeemiat kõvasti oma käpa all . 
67	NA	 Meister iga asja peale , nagu ta oli , ei lasknud ta Excelsusel ilma enda teadmata midagi sündida . 
67	NA	 Näidates oma lobisemihimu laskuri juures ja heljukil , ei õnnestunud tal ometi mult midagi välja pinnida . 
67	NA	 Girei teadis , et ma ei keeldu . 
68	NA	" "" Ajage mind üles ja juhatage teed , "" vastasin . "
68	NA	" "" Oleksin teid isegi palunud , et saaksin enne Galeriid inimestega rääkida . "
68	NA	 Aitäh , Magister . 
68	NA	" Aitäh kõige eest . "" "
69	NA	" "" Pole tänu väärt . "" "
69	NA	 Girei valmistus lahkuma , kuid midagi pakitses tal veel hingel . 
69	NA	" "" Ma tahtsin küsida , Zeman ... "
69	NA	 Ma ei teagi ... 
69	NA	" See pole ka nii oluline , aga siiski . "" "
70	NA	 Mees pidas pausi . 
71	NA	" "" Küsige julgelt , "" õhutasin teda . "
72	NA	" "" Teie juures tundub mulle kogu aeg midagi nii harjumatut . "
72	NA	 Ma ei saanud algul aru , mis nimelt . 
72	NA	 Aga siin Akadeemia ruumides jõudis see mulle kohale . 
72	NA	" Tahtsin küsida , et miks te nii vaikselt räägite , Zeman ? "" "
73	NA	" "" Harjumus ilmselt . "
73	NA	" Konservatooriumis räägivad kõik vaikselt , "" vastasin . "
73	NA	 See oli see kuu aega Capaneusil ! 
73	NA	 Ürgmaailm oma neitsilikus puutumatuses . 
73	NA	 Mittesekkumine . 
73	NA	 Oled valvel , et ükski sosin ei häiriks iseeneslikku arengut , et ainuski liigvalju sõna ei muutuks pärismaalastele kummaliseks jumala hääleks . 
74	NA	" "" Meie oleme vist Excelsusel harjunud jälle liiga valjusti kõnelema , "" lausus Girei mõtlikult . "
74	NA	" "" Kas see häirib teid ? "" "
75	NA	" "" Teie hääl on olnud täpselt nii tugev , et siit Konservatooriumi jõuda , Girei . "
75	NA	 Ärge muretsege . 
75	NA	" Head ööd . "" "
76	NA	" "" Head ööd , "" vastas Girei , kui hüvastijätuks tema kätt surusin . "
76	NA	" "" Kõike head . "
76	NA	" Pange ennast Galeriiks valmis . "" "
77	NA	 Sulgesin ukse ja läksin pesema . 
78	NA	 Alles siis , kui vannitoast tulin ja valmistusin magama heitma , sain aru , kui väsinud ma tegelikult olin . 
78	NA	 Capaneus oli mind kuu aega pooleldi magamata hoidnud . 
78	NA	 Vahepealsed päevad Terranooval polnud väsimust vähendanud . 
78	NA	 Rektor oli mulle saatnud kõik materjalid Excelsuse kohta , teatanud ruumiterminalist väljumise kuupäeva ja kivi kotti soovinud . 
78	NA	 Ja ma ei olnud Gireile sugugi valetanud . 
78	NA	 Lihtsalt kõik oli korraga ühte punkti kokku jooksnud . 
78	NA	 Capaneus oli suurim sensatsioon , mida üldse võis ette kujutada . 
78	NA	 Excelsuse ningod ja probleemid nendega olid meil ammu teada , kuid Konservatooriumi võimalused olid ülekurnatuse tõttu Capaneusil tõesti piiratud . 
78	NA	 Rektor arvas , et kaks standardpäeva on mulle Excelsusel alguseks küllalt . 
78	NA	 Polnud mingit vajadust välja saata täies koosseisu ekspeditsiooni , kui ningode kohta oli nii vähe andmeid . 
79	NA	 Sarnasused koopajoonistega olid olemas , ka oletatava marsruudi logistika klappis , kuid siiski oli kõike liiga vähe . 
80	NA	" "" Mine ja vaata . "
80	NA	 Viska pilk peale . 
80	NA	" Kui seal tõesti midagi on , siis jääb Festival ära ja Brommerile tehakse pakkumine , millest t e m a ei saa ära öelda , "" oli rektor mulle lahkumisel öelnud , ilmselt oma hiljutist jutuajamist Brommeriga silmas pidades . "
80	NA	" "" Tema Majesteet ostab siis Excelsuse koos saba ja sarvedaga ära ja see saab Konservatooriumi omandiks . "
80	NA	" Õnn kaasa ! "" "
81	NA	 Koputus . 
82	NA	 Arglik ja vaikne koputus uksele . 
82	NA	 Tõusin voodist , läksin ja avasin ukse . 
83	NA	 Loomulikult polnud see Girei . 
83	NA	 T e m a oleks koputanud teistmoodi . 
83	NA	 Vabandavalt , aga tungivalt . 
83	NA	 S e e koputus pidi kuuluma naisterahvale ja kuuluski . 
84	NA	 Tundsin tüdruku kohe ära , tema pilt oli mulle eriliselt meelde sööbinud . 
84	NA	 Uca Roydeedt , Girei üks lähimaid abisid ja Suure Ningo kuju autor . 
