par_nr	head	sentence
13	NA	 Olevus oleks tahtnud ropult vanduda , sõimata ja needa , kuid kauane eemalolek oli teinud oma töö ning ükski vandesõna ei meenunud . 
13	NA	 Kui ta vihaga veidi täpsemalt meenutama hakkas , siis ei mäletanud Johannes enam suurt osa elavate maailmas veedetud ajast . 
13	NA	 Ta oli selle eneselt maha raputanud nagu koer vee . 
13	NA	 Unustanud esimesel võimalusel , unustanud täielikult , enam kordagi möödanikku meenutamata . 
13	NA	 Nüüd oli see painaja tagasi , aga kuidas , kuidas oli see võimalik ? 
14	NA	 Nii kohutavalt raske oli mõelda . 
14	NA	 Johannes jättis selle hetkeks ja püüdis hoomata võimalikult palju ümbritsevast . 
14	NA	 Just hoomata , sest tema aistmismeeled laiusid ligi kümnemeetrise ringina ümberkaudu . 
14	NA	 Tema kooljahing ei mahtunud kehaga ühinema , olles selle äbariku kesta jaoks teispoolsuses veedetud ajaga liiga suureks ja vabaks kasvanud . 
14	NA	 Taju puudutas riste , hauaplatse , metallist hauapiirdeid , kooruva värviga pinke , jalgradu ... kõiki neidsamu värdjalikke vorme mida ennegi , miski polnud muutunud . 
15	NA	 Johannes ei suutnud meenutada millisele kalmistule ta maeti ja isegi mis valda või maakonda . 
15	NA	 Harkov — see oli ainuke kohanimi mida ta suutis kogu kadunud elust meenutada , kuid mingeid assotsiatsioone teiste mälestustega see nimi talle ei tekitanud , niisama sõnaks too jäigi . 
16	NA	" "" Mõtle ! "
16	NA	" Mõtle ! "" käis ta endale peale . "
16	NA	 Kuidas saavad surnud elavate maailma tagasi ? 
16	NA	 Keegi peab neid tagasi tooma või avama ukse maailmade vahel ja välja kutsuma . 
16	NA	 Silmamoondajad-trikimehed seda ainult passisidki , kuid tema ei olnud silmamoondaja , tema oli luuletaja ! 
16	NA	 Järelikult oli teda tagasi toodud väevõimuga . 
16	NA	 Eks kõik märgid viitasidki sellele : kasvõi seegi , et temalt polnud midagi küsitud ja tal polnud kogu asjast vähimatki aimu . 
16	NA	 Erilisi valikuvõimalusi ei olnud , selliseid trikke suutsid teha enamasti vaid elavatest surnumanajad . 
17	NA	 Siis tajus ta äkki liikumist , keegi imelikult puhvis lühikese mantliga noor mees , nina külmast tuulest punane ja kiilas pea jaheduse eest kaitseks õlgade vahele tõmmatud , sammus mööda surnuaiateed kiirelt mööda , märkamata temast paari sammu kaugusel vedelevat kooljat . 
17	NA	 Johannes oli talle tänulik selle väikse lõõgastava momendi eest , mil ta sai vaadelda ja mõtlemisest puhata , kuid noormehe möödumisel sundis surnu end katkenud mõttelõnga jätkama . 
18	NA	 Surnumanaja . 
18	NA	 Miks peaks keegi neist temaga vaeva nägema ? 
18	NA	 Noh , siin polnud õnneks vaja eriti pead murda , temanigi olid jõudnud teispoolsuses levivad õuduslood surnumanajate poolt orjaks muudetud kooljatest . 
18	NA	 Ainult ühte ei suutnud Johannes taibata — miks oli ta siis veel siin , miks ei orjanud ta juba oma manajat ? 
19	NA	 Isegi üritades kõigest hingest rakendada oma kehassemahutatud substantsi mõtlemise rakkesse , pidi Johannes jätma elavate maailma sattumisega seonduvad asjaolud kõrvale , sest tema peamiselt mälu ja aistingute jaoks arenenud vaim ei suutnud seda pähklit katki hammustada . 
19	NA	 Ta otsustas keskendada oma nappi mõtlemisvõimet hoopis pakilisema probleemi lahendamisele — kuidas saada tagasi ? 
19	NA	 Igatahes mitte suremise läbi , ta oli juba surnud , kehas kunstlikult kinni , seda enam , et mitte elavas kehas , mida on võimalik tappa vaid surnus , mis tuleb täielikult hävitada . 
19	NA	 Aga kuidas oleks võimalik vabaneda kehast nii , et sellest mitte kübetki järgi ei jää . 
19	NA	 Kui jääb , siis hoiab see kunstlik side millega ta aheldatud on , Johannest juba selle kübemekese küljes , mis poleks just eriti meeldiv variant — sest siis oleks ta endiselt siin , ent juba liikumisvõimetuna . 
20	NA	 Johannes nägi ainult ühte võimalust : see kunstlik side tuli kuidagi katkestada . 
20	NA	 Kooljal polnud kahjuks vähimatki aimu kuidas seda teha . 
20	NA	 Ainus kellel see aim tema teada võis olla , olid surnumanajad , needsamad kes seda sidet ka luua suutsid . 
20	NA	 Kuidas neid aga leida ? 
20	NA	 Leida võõras maailmas võõraid inimesi , kes , niipalju kui ta aimas , ennast eriti ei reklaaminud või siiski reklaamisid ? 
20	NA	 Sel juhul reklaamisid kus ja mil kombel ? 
20	NA	 Kes teab palju neid üldse olemas võis olla , kuigi jah , üks pidi neist siinkandis olema , vähemalt hiljaaegu kindlasti — too , kes Johannese tema armsast olelusstiilist välja , siia rõvedasse maailma oli kiskunud . 
21	NA	 Ta väsis ja lahutas hetkeks oma meelt kiilast noormehest jäänud biojälgede uurimisega . 
21	NA	 Muidugi , sähvatas äkki Johannesel , lollpealuu , et ta ka enne selle peale polnud tulnud ! 
21	NA	 Jäljed ! 
22	NA	 Hilinenult hakkas Johannes ümbrusest surnumanaja jälgi otsima . 
22	NA	 Oma suureks üllatuseks ja rõõmuks ta isegi leidis midagi . 
22	NA	 Mõned meetrid sellest paigast eemal , kus ta oli end esimest korda kehasse istutatult tajunud , paistis olevat mingi riitusepaik . 
22	NA	 Arvatavasti kellegi nime ( võib-olla ka ta enda nimega , Johannes ei osanud täpselt öelda , ka lugemise oli ta unustanud ) ja mingite numbritega lapiti , altarina maha asetatud hauaplaat , sellel lohakalt kokku köidetud luust ja nahast raam , kõrval mõnelt kalmult varastatud küünlajupid , mis olid ammu tuules kustunud , raamil looma või linnu verine , hangunud sisikond . 
23	NA	 Johannes ajas ennast püsti , ta teritas meeli , et tabada vähimatki , mis tundmatust manajast võis olla maha jäänud ning juhatada kooljale teed tema juurde . 
23	NA	 Tajud haarasid nõrga , juba peaaegu hajunud bioväljade kujutise . 
23	NA	 See suundus rajale , mida mööda oli ennist rutanud punase ninaga noormees , segunes sellega korraks , kuid eraldus kohe ja eemaldus siis juba teist , harvemini kasutatavat teerada hauaplatside vahelt ja üle nende . 
24	NA	" "" Sa oled mul käes ! "" "
24	NA	 Kooljas tundis , kuidas tema hirm vähe järele andis ja ta sundis oma tohletanud keha surnumanajale järgi . 
25	 2 . 	 2 . 
26	NA	 Ehkki Johannes ei suutnud kehutada oma veskikivina kaasalohisevat keha eriti käbedale kapakule , liikus ta siiski kogu oma kohmakusele vaatamata suhteliselt jõudsa sammuga edasi . 
26	NA	 Ümbrus valgenes üha . 
27	NA	 Surnuaiast väljudes seisatas ta hetkeks . 
27	NA	 Majad teisel pool tänavat ei tundunudki nii võõrad nagu oleks võinud eeldada . 
27	NA	 Kas see tähendas , et talle hakkab miski meenuma siinveedetud ajast ? 
27	NA	 Johannesel oli ükskõik , parem kui ei roni igasugune pahn mälu risustama . 
27	NA	 Ta aistis eemalt ühe elumaja ees luuaga vehkivat tegelast . 
27	NA	 See oli mingi vanamees , kes edasi-tagasi siiberdamisega oli suutnud kõikjale enda bioprojektsiooni varje jätta ning Johannest haaras kartus manaja jäljed kaotada . 
28	NA	 Kui kooljas jõudis kõnniteed mahalangenud lehtedest puhastavast vanamehest mõne sammu kaugusele , märkas too lähenejat . 
28	NA	 Taadi esimeseks reaktsiooniks oli luuaga äsada ja samas ootamatu väledusega eemale karata . 
28	NA	 Johannes oli kindel , et mehe hoop ta väeti keha koost rabab , kuid kukkus hoopis äärekivile komistades lööja ise . 
28	NA	 Koolja ei tajunud nähvakat üldse , ta keha oli surnud ja tundetu kui tükk kivi . 
29	NA	 Johannes ei olnud kojamehele enne erilist tähelepanu pööranud , kuid nüüd hakkas talle koitma , et elavate seas surnuid üldiselt ei sallita , seepärast astus ta järgnevate ekstsesside vältimiseks ennast põlvili upitava taadi manu ja haaras tollel ühe käega kaelast , teise käe konksjad sõrmed lükkas Johannes läbi mehe rinnakorvi , haaras lülisambast ja seejärel rebis ta mehel pea otsast . 
30	NA	 Koos peaga eraldus ka tubli tükk hingetoru , söögitoru ja lülisammast . 
30	NA	 Kooljas astus üllatusest mõne sammu tagasi ja uuris oma kätetööd . 
30	NA	 Hoolimata kärbunud keha olematutest lihastest ja üldisest kehvast seisukorrast suutis ta tahe liigutada seda hirmuäratava rammuga . 
30	NA	 See ... see oli ju väga hea , see oli argument , mis peaks talle andma veenvust juurde surnumanajaga kohtudes , kui too peaks hakkama vastu punnima . 
30	NA	 Kärvand vanamehest Johannesel kahju ei olnud , siinse painaja asemel ootab toda peagi teispoolsuse harmoonia . 
31	NA	 Endisest märksa enesekindlamalt ja entusiastlikumalt liikus kooljas kojamehe verist pead ja tõmblevat keha maha poetades edasi , luuamehe poolt tekitatud bioväljadest segapudrust läbi . 
31	NA	 Ta leidis teiselt poolt värske kadunukese endist tööpiirkonda hajuva uduna jätkuva raja . 
31	NA	 Johannes piitsutas oma üha paremini koordineeritavate liigutustega keha kibedamalt takka . 
31	NA	 Tänavatel oli veel nii mõneski kohas näha värskeid jälgi , mis õnneks küll otse sõidutee äärde suundusid ja sealt edasi mööda suurt teed lahkusid , pea aga ei võinud ilmuda mõni , kes mööda kõnniteed kooberdades jälje rikub või surnut nähes paanikasse läheb . 
31	NA	 Siin-seal kaugemal tänavaotstes silmaski ta mõnda kühmus kuju või tuhises mööda võõra disainiga automobiile , kuid need poolunised hommikuhulkurid ei teinud teda märkamagi ja siis sisenes ta juba sama hästi kui õhkulahustunud rada pidi ühte kahekordsesse sireliheki taha varjuvasse kivimajja . 
32	NA	 Trepikoda kajas tema tümpsuvatest sammudest , liiv krigises kivi ja luu vahel kui Johannes teisele korrusele rühkis . 
32	NA	 Trepikoda oli puhas , aknalaual kasvasid isegi mingid lilled pottides . 
32	NA	 See maja oli teistsugune kui neid tema mälu omaks tunnistas , kuid suuri erinevusi siiski polnud . 
32	NA	 Vajaliku korteri ukse taga jäi ta seisma , katsus ust ja kui see ei avanenud , koputas aeglaselt . 
32	NA	 Kooljas teadis , et otsitavat enam apartemendis ei olnud , sest juba väljas oli näha värske majast väljunud jälg mis viis mõnekümne meetri kaugusele väikese klaashooneni ja lahkus sõiduteed mööda , segunedes kümnete teiste jälgedega . 
32	NA	 Lootusetu oleks proovida teda neist eraldada . 
32	NA	 Ka päev oli juba samahästi kui alanud ja vaevalt lastakse ebasurnul vabalt ringi kooserdada . 
32	NA	 Seda oli kinnitanud juba kojamehe käitumine . 
32	NA	 Kooljas lootis ( niipalju kui tema mõtlemisvõime suutis välja arvestada ) , et kui manaja oli siit juba korra läbi käinud , siis tuleb ta mingil ajal uuesti . 
32	NA	 Johannese arvates oli see tema roostes mõtlemist arvestades suurepärane mõte . 
33	NA	" "" Kui kass ei tule hiire juurde , küll jooseb too siis ise talle sülle , "" meenus surnule hägustest mälestustest mingi vanasõna . "
33	NA	 Kooljas ei olnud ainult kindel kas see oli pärit siit maailmast või kuulis ta seda mõne kolmandatest maailmadest tulnud hinge käest , kuid see polnud ka oluline . 
34	NA	 Kooljas koputas uuesti , ja kui ka seekord midagi ei juhtunud , leidis ta , et korteris polnud kedagi ning otsustas oma jõu ulatuse kohta täpsema teabe saamiseks proovida ust lahti suruda . 
34	NA	 Mitte lõhkuda — see oleks võinud liialt kära tekitada ja tüütuid uudishimulikke ligi meelitada . 
34	NA	 Lihtsalt üritada lukukeelt pooleks suruda . 
34	NA	 Enne kui ta jõudis sellega peale hakata kostis seestpoolt nahinat ja uks vajus lühikese keti jagu paokile . 
34	NA	 Johannes kellel oli luku murdmiseks hoog juba sees ei suutnud enam pidurdada ja purustas keti kerge õlatõukega . 
34	NA	 Enne kui tema surnulõustast soolasambaks tardunud naine piuksatadagi jõudis , haarasid koolnu luised sõrmed tal kõrist . 
35	NA	 See tõi naise tardumusest välja , metsikult rapseldes püüdis ta end lahti rebida , prõmmides selle käigus vastu esikuseinu ning pillutades laiali seal nagis olevaid riideid . 
35	NA	 Johannes virutas talle teise käega vastu pead , mille tagajärjel naine verise näoga ta käte vahele elutult rippuma vajus . 
35	NA	 Kooljas astus ohvrit enese järel vedades edasi ja sulges kolinal ukse . 
36	NA	 Naise lohistas ta põrandalt rõivaid ja vaipa kaasa tirides ühte suurde tuppa ja viskas diivanilaua ette põrandale . 
36	NA	 Ta ümbrust uuriv taju märkas selja taga sulguvat vastastoa ust . 
36	NA	 Kiiresti loivas Johannes sinna ja valmistudes kallaletungi tagasi tõrjuma , avas ukse . 
36	NA	 Oleks ta silmadega vaadanud , poleks kooljas voodi alla peitunud väikest kogu märganud , kuid nüüd tajus ta last oma üle kogu korteri laotunud aistingutega ning teadis ka , et teine jõnglastest oli kapi taga . 
37	NA	" "" Tulge välja , "" käratas ta , kuid suutis kuuldavale tuua kõigest paar laksatust kui lõualuud abitult kokku puutusid . "
37	NA	 Tal polnud millegagi rääkida . 
37	NA	 Hetke seisis kooljas hämmeldunult uksel , kuid pöördus siis ringi ja jäi keset avarat esikut asjade üle järgi mõtlema . 
37	NA	 See oli isegi raske , kuid nüüd hakkas kapitagune pägalik veel vaikselt hirmust inisema . 
37	NA	 Mõtle siis sihukeste juures ... 
38	NA	 Nii , nähtavasti oli see siin surnumanaja kodu , vaevalt oleks ta nii varasel tunnil võõras korteris käinud . 
38	NA	 Mida ta siin teinud oli ja kus käinud , ei olnud võimalik öelda , sest kõik ruumid olid nii tema kui naise jälgi täis trambitud . 
38	NA	 Kui see oli kodu , siis tuleb ta siia ikkagi tagasi , selles suhtes võis siis rahulik olla . 
38	NA	 Nüüd aga suhtlemisprobleem . 
38	NA	 Kooljas läks suurde tuppa ja haaras laualt mingi trükikirjaga täidetud paberi , uuris seda vähe aega ning leidis kahjatsedes nagu kalmistulgi , et tähed ei kuulunud nende asjade loendamatusse hulka mille tundmisega ta võiks enam hoobelda . 
38	NA	 Tükk aega pingutades meenutamist ei aidanud midagi , mis läind , see läind . 
39	NA	 Kooljas seisis mõnda aega niisama , lastes endal puhata . 
39	NA	 Selle aja sees hakkas naine ennast põrandal vaevaliselt liigutama , avas silmad , märkas läbi avatud ukse esikusse naasnud kühmus seisvat Johannest ning tardus võpatades liikumatuks . 
39	NA	 Mitte küll päris liikumatuks , sest temast täpsemalt tajudega üle käies märkas kooljas vähest aga pidevat värinat mis naise ihu raputasid . 
39	NA	 Mõne aja pärast , kui Johannes uuesti mõtlemist üritas , hakkas naine end kramplike liigutustega ettevaatlikult ukseavast kõrvale , seina varju nihutama . 
39	NA	 Ta tegi seda millimeeterhaaval ja Johannes , kes seisis naise poole peaaegu seljaga , jälgis teda oma meeltega . 
40	NA	 Johannesele meenus hetk kui ta sisse tungides naisel kõrist haaras . 
40	NA	 Ehkki ta polnud kordagi naisele otseselt silma vaadanud , tõi kooljas oma tegusid meenutades ja neid analüüsida püüdes aistingute mälupangast selle hetke esile ja nüüd leidis ta naise silmist kirjeldamatut õudust . 
40	NA	 Uuesti kerkis esile inimese meeleheitlik raplemine . 
41	NA	 Esimese hooga ei osanud ta sellele seletust leida , ent siis taipas Johannes , et oli juba liiga kaua surnud olnud . 
41	NA	 Naine ju kartis surra , ta oli võidelnud oma elu eest ning nüüdki värisesid kolm kogu korteri erinevates osades , peljates , et kui nad tema tähelepanu enesele tõmbavad siis ta tapab nad . 
41	NA	 See oli põhjendatud ootus , ent milleks karta ? 
42	NA	 Alles nüüd sai Johannes õieti aru , et elavatele on nende elu , kogu sellest füüsilisest mõttetusest hoolimata , mingil kummalisel kombel kallis . 
42	NA	 Naeruväärne , leidis Johannes , kes oleks teinud ei-tea- mida , et taas surra . 
42	NA	 Tegelikult ta juba tegigi seda ei-tea- midagit . 
42	NA	 Kooljas vajus magusatesse mälestustesse , esile kerkisid tema luuletused , muusika , kõik-kõik mida ta oli jõudnud korjata ja talletada oma mällu , suheldes teiste omasugustega . 
42	NA	 Kahjuks siin , ahistavalt kitsaste tajude kütkeis ei olnud neis seda kirkust . 
42	NA	 Hoopis miski muu murdis ennast mälestustest esile , see oli üks sõna , sõna mis võttis arvess elavate elulembuse ja andis tema edasisele tegevuskavale hoopis uue suuna , juhtides tähelepanu ka teistele korteriasukatele . 
42	NA	" See sõna oli "" pantvangid "" . "
43	NA	 Nii äkitselt , et põrandal teadvusetut teesklev naine karjatas ning käpuli teise tuppa põgenes , liikus kooljas paigast , läks välisukse juurde , keeras lukuaugus võtit ja väänas seejärel väheldase metallitüki pooleks . 
43	NA	 Siis jäi ta uuesti liikumatuks . 
44	NA	 Kui need inimesed siin olid tolle surnumanaja pereliikmed , ehk võis neid siis kasutada manaja ähvardamiseks ? 
44	NA	 Kas tapab too Johannese ja saadab tagasi teise ilma või teeb Johannes seda tema perega . 
44	NA	 Teooria oli muidugi hea , kui selles poleks olnud ühte nõrka kohta : surnumanaja , kes ta ka ei olnud , oli üsna kindlasti teispoolsuses käinud , paljud nekromandid tegid seda , et leida oma käsilasteks kõige sobivamaid silmamoondajaid- trikimehi , kooljatest orje või lihtsalt nautida tajude neid tahke mida kehas kunagi tundma ei saa . 
44	NA	 Seetõttu teab ta ka millised on olud peale surma ning vaid naerab tema mannetute ähvarduste peale . 
44	NA	 Ja lisaks veel suhtlemine . 
44	NA	 Noh , tegelikult surnumanajaga ei tohiks vast probleeme tekkida suheldes aistingute kaudu , teispoolsuses oli too seda kindlasti teinud , Johannes ei arvanud , et sellel võis mingit tähendust olla millises maailmas antud suhtlusviisi kasutada . 
44	NA	 , elavate või surnute omas . 
45	NA	 Äkki äratas tema heietustest uinunud tähelepanu rõduukse kolin ning virgudes sööstis kooljas naisel teed ära lõikama . 
46	 3 . 	 3 . 
47	NA	 Endale järeletormavat kooljat nähes viskus naine pikali , tõmbas ennast kerra ja jäi liikumatult lamama . 
47	NA	 Kare ja külm betoonpõrand põrutas talle valusalt vastu põlvi ja küünarnukke , kuid naine ei tundnud valu . 
47	NA	 Hirm on see mis inimese araks teeb . 
47	NA	 Sille oli täiesti nõus , et ta oli arg , kuid naine ei leidnud , et see oleks häbiasi . 
47	NA	 Tal oli eredalt meeles koletise kohutav jõud kui too teda nagu takukoonalt lohistas ning naine leidis , et tal polnud praegu mingit mõtet vastupanule kui ta ellu tahtis jääda . 
47	NA	 Niisiis oli kõige õigem mitte anda põhjust end tappa . 
47	NA	" See põhjalik arutelu käis naise peast läbi nii kiiresti , et aju ei jõudnudki neid registreeridagi , tabades ainult sõnad "" ellu jääda "" ja toimis siis sellele vastavalt . "
47	NA	 Seepärast haaraski naist tardumus kui libasurnu teda puudutas . 
48	NA	 Kooljas haaras ta jõhkralt sülle . 
48	NA	 Naise pea kolksatas vastu surnu konte nii et silmist lendas sädemeid , kondised , haudkülmad käsivarred pigistasid teda valusalt ning surma hais mida skeletijäänustest õhkas pani pea koos seda tabanud hoobiga pööritama , nii et naine oli minestuse äärel . 
49	NA	 Olevus tassis ohvri lastetuppa . 
49	NA	 Seal viskas ta oma kõhetule ja lagunenud kehale vaatamata Sille arutu jõuga Katu voodisse , misjärel tardus sombi sealsamas voodi ees liikumatuks . 
49	NA	 Sille jäi voodil täpselt samasse asendisse nagu ta sinna kukkus . 
49	NA	 Lapsed , vasardas naisel peas , kus nad on , ega nendega midagi juhtunud ei ole ? 
49	NA	 Liiguta end ometi , inimene ! 
49	NA	 Kuid ta ei suutnud midagi ette võtta , lihased keeldusid talle allumast . 
49	NA	 Ta kirus end nagu jaksas , kuid liikmeid haaranud kangestus ei andnud järele . 
49	NA	 Õuduse ja vihapisarad tungisid silma . 
49	NA	 Naise peast jooksid läbi kõige kohutavamad pildid sellest mis võis sündida nende hetkede jooksul kui ta oli olnud teadvuseta . 
50	NA	" Kriisisituatsioonist tingitud mõttelennu kiirus oli endiselt selline , et aju suutis naise mõttetulvast haarata vaid ühe sõna "" teadvuseta "" . "
50	NA	 Nagu alati täitis ta käsu . 
50	NA	 Sille keha lõtvus ja naine vajus mõneks hetkeks olematusse . 
51	NA	 Kuid sel hetkel leidis alateadvus , see inimese tegelik mina , kes aju millekski ei pea , et tal on aeg tegevusse asuda . 
51	NA	 Sille õndsasse iseolemisse kapseldunud hinge tabas külma duššina alateadvuse halastamatu kriitika : kah mul ema väljas , olukorras kus peaks võitlema oma laste eest nagu lõvi lebab tema siin ega suuda varvastki liigutada . 
51	NA	 Naine krigistas hambaid ja rebis aju protestidest hoolimata end tagasi ärkvele . 
51	NA	 Aju kapituleerus ning lasi ka lihased krambist vabaks . 
51	NA	 Naine pööras pead . 
52	NA	 Alles nüüd sai Sille võimaluse elukat korralikult näha . 
52	NA	 Ent enne lasi ta pilgul kiiresti üle toa käia . 
52	NA	 Lapsed olid terved ja vigastamata , sellest andis tunnistust tema all voodialusest tõukest liikuv madrats . 
52	NA	 Naine tänas ülevoolavalt jumalat . 
52	NA	 Vähemalt tüdruk polnud eriti hirmunud , muidu poleks talle pähe tulnud emale oma asukohast märku anda . 
52	NA	 Kapi taha varjunud Sassist nägi Sille vaid põlvist saati paistvaid jalgu . 
52	NA	 Poisiga paistis asi olevat täbaram — too värises silmnähtavalt ning hoolimata väljast kostvast hommikuse tipptunni masinamürast ning naaberkorterite asukate hommikukolinast ja veepahinast , tabas ema kõrv vaevu vaoshoitud , ahastavaid nuuksatusi . 
52	NA	 Tundus , et pisipoeg oli hüsteeria piiril . 
52	NA	 Sille sundis ennast rahulikuks , midagi oli vaja kiiresti ette võtta enne kui Sass end reedab . 
53	NA	" "" Mida sa tahad ? "" küsis Sille eneselegi võõra , katkeva häälega . "
53	NA	 Ettevaatlikult pühkis naine laubahaavast silmavalguvat verd , valu pani võpatama . 
53	NA	 Terve ta pea kumises ja valutas nagu poleks vigastus olnud mitte ainult füüsiline , vaid nagu keeks võitlus ka tema enda teadvuses . 
53	NA	 Mumifitseerunud võõras ei näidanud vähimalgi määral välja , et ta oleks midagi kuulnud . 
53	NA	 Tolle tühjad silmakoopad mida valgustas kahkjas hommikuvalgus vahtisid osavõtmatult seina . 
54	NA	" "" Kes sa oled ? "" küsis naine . "
54	NA	 Vastus tema küsimusele oli samasugune nagu ennegi — osavõtmatus . 
54	NA	 Nii ootamatult ja verejanuliselt uksest sissemurdnud koletis oli kui välja lülitatud . 
54	NA	 Kuid see-eest oli nii mõneski elu ülegiliia . 
54	NA	 Sille pidi närvivapustuse saama kui kuulis voodi alt tütre häält . 
55	NA	" "" Ema-ema , "" sosistas Katu ärevalt , "" kas see ongi see sombi kellest isa rääkis ? "" "
56	NA	" "" Ole vait , "" sosistas Sille ehmunult vastu , tundes kuidas hirmu külm käsi südamest haaras ja ihu külma higiga kattis . "
56	NA	 Ema hääles oli niipalju õudust , et Katu pelglikult voodialuse kõige kaugemasse nurka tõmbus ja ennast nii väikeseks tegi kui sai . 
56	NA	 Ta ei taibanud , mida ta valesti tegi . 
