par_nr	head	sentence
16	NA	 Sir Reginald vaatas veelkord üles ja talle tundus , et kellatila asemel ripub kella sisemuses tilluke mehike , pea alaspidi . 
16	NA	 Hetkeks vilksatas mälusoppides mingi teadmine , mingi tabamatu ohutunne , mis aga kohe kadus . 
16	NA	 Midagi mõtlemata haaras ta nöörist ja tõmbas . 
16	NA	 Mehike kella sisemuses lõi kõikuma ja alles siis , kui ta pea vastu kella kõmahtas , taipas rüütel õudusega , mis ta oli teinud . 
17	NA	 Kell lõi helisema . 
17	NA	 See oli kume hääl , mis kuulutas kadu . 
17	NA	 Raske ja rusuvana vajus see peale ja pani hirmust värisema . 
17	NA	 Kumin kasvas , täitis kogu torni , lüües sellesse ühe mõra teise järel . 
17	NA	 Mehike , kes kellast lahti pääses , lendles loperdades allapoole , meenutades rohkem nahkhiirt kui inimest . 
17	NA	 Ta kasvas aina suuremaks ega meenutanud varsti enam üldse midagi . 
17	NA	 Hiiglasliku musta varjuna pressis ta pragunevast tornist välja ja mähkis maailma võikalt naerdes pimedusse . 
18	NA	 Maa vappus nagu palavikus ning torn varises kokku . 
18	NA	 Enne , kui raske kell teda tabas , lahvatas ulja rüütli mälusoppidest teadmine , sedakorda selge ja kohutav . 
18	NA	 Talle meenus iidne pärimus ... 
19	NA	" "" Ja lööb Kell ja Kurjus pääseb valla ja Metsaline , kes Kurjust valvas , on surnult maas ega liiguta ennast mitte . "
19	NA	" Ja meri tõuseb üles oma asemelt ja maa sülgab tuld ja suur pimedus on kõige üle , sest Kurjus on tagasi maa peal ... "" "
