par_nr	head	sentence
38	NA	" Seda ei suudaks isegi tosin deemonit mitte . "" "
39	NA	 Ta puksatas nii , et vein loksus maha . 
39	NA	" "" Ja üldse , mispärast sul seda andekust vaja on ? "" pani ta lõbusalt pead raputades käe sõbra õlale . "
39	NA	" "" Vaata , mina olen ikka alati mõelnud , et need , kes koopiaid teevad , need on ikka andekad inimesed , kobakäpp seda ei suudaks , midagi järgi teha , mõistad — ta ei oska . "
39	NA	 Aga vaat teisest küljest , need kobakäpad teevad jälle palju originaalsemaid asju , eks ole . 
39	NA	 Isegi kui nad matkivad , tuleb midagi muud välja . 
39	NA	 Originaalsus tead , vaat see on just andetute rida . 
39	NA	" Ja mulle , mõistad , lähebki rohkem peale andetu originaal , kui perfektne koopia . "" "
39	NA	 Ta mulistas vaikselt oma joogi kallal , oodates teise arvamust . 
39	NA	 Ent sõber ei vastanud , tundus , et ta oli tusameelsusse vajunud . 
40	NA	" "" Mina suudan , "" sosistas keegi Votokale kõrva . "
41	NA	" "" Mida , "" küsis too , arvates , et Meets seda ütles . "
41	NA	 Meets , uskudes et Votokas ei saanud tema jutu mõttest aru , hakkas oma teooriat nüüd juba pikemalt lahti seletama . 
41	NA	 Kuid Votokas ei kuulanud ka nüüd , sest teinegi kõneleja vastas . 
42	NA	" "" Sind andekaks muuta . "" "
43	NA	 Votokas vahtis ammuli sui seletavat Meetsi ja taipas , et too seda ei öelnud . 
43	NA	 Votoka kõrvust oleks nagu soe tuulehoog möödund . 
44	NA	" "" Kas või kohe . "" "
45	NA	" "" Eee ... , mis mõttes andekaks , "" mõtles Votokas . "
45	NA	 Ta tajus nüüd väljaspool ringi nagu midagi võõrast . 
46	NA	" "" Sinu fotod oleks nagu elusad , neil oleks hingestatust , nad poleks mitte lihtsalt pildid , vaid aken elavasse maailma . "
46	NA	" Nii on . "" "
47	NA	" "" Hingestatus ? "" "
47	NA	 See oli see , mis Votoka piltidel alati puudus . 
48	NA	" "" Sinu aparaat tabab ära iga inimese , iga ehitise , iga looma ja eseme hinge ja talletab selle filmile . "
48	NA	 Sa tallad maailma , kes sind ei tunnusta , põrmu . 
48	NA	" Nii on . "" "
49	NA	" "" Misasi sa üldse oled ? "
49	NA	" Mingi jama vä ? "" "
50	NA	" "" Ma olen Choronzon , see , keda sa kutsusid oma soovi täitma . "" "
51	NA	" "" Vahi . "
51	NA	" Ja tahad kohe täita ? "" "
52	NA	" "" Jah . "" "
53	NA	" "" No täida siis . "" "
54	NA	" "" Ma ei saa . "" "
55	NA	" "" Miks ? "" "
56	NA	" "" Mul on vaja käsiraha . "" "
57	NA	" "" Mida ? "" imestas Votokas . "
58	NA	" "" Ühte hinge . "" "
59	NA	 Votokas võpatas . 
59	NA	 Ta tõstis veiniklaasi masinlikult suule . 
59	NA	" "" Atmosfäär on tõeliselt hea , "" kiitis ta ennast , "" ma juba kuulen kuradeid . "
59	NA	" Pea neid siis näha ei saa . "" "
60	NA	" "" Ära istu nüüd nii mossis näoga , "" patsutas Meets talle õlale . "
60	NA	" "" Ma tahan sulle lihtsalt head . "
60	NA	 Sinust ei saa kunagi andekat fotograafi , sa lihtsalt oled selline . 
60	NA	 Öelgem otse ausalt välja — koba . 
60	NA	 Sinna ei saa midagi parata . 
60	NA	 Aga on see halb ? 
60	NA	 Mitte sugugi , just originaalsust ongi vaja , mitte andekust . 
60	NA	 Neid andekaid koopiamehi on niigi küll ja küll , kõik kohad täis , aga kobasid , kes julgeksid midagi teha , ei ole . 
60	NA	" Proosit ! "" "
61	NA	 Votokas limpsas veini põhjani . 
61	NA	 Suutmata lobiseva Meetsi tõttu taibata , kas ta kuulis hallukaid või mitte , üritas fotograaf seltsilisest hetkeks lahti saada . 
62	NA	" "" Kuule , "" pomises ta , "" mine õige ja too köögist sakuskat , mul peaks seal juustu olema . "" "
63	NA	" "" Vot , vot hakkab tulema , "" noogutas Meets . "
63	NA	" "" Ma arvasin juba , et sa'i pakugi . "" "
64	NA	 Samal hetkel , kui Meets ringist välja astus , puhkes toas keeristorm . 
64	NA	 Mees paisati tuulde nagu kaltsunukk . 
64	NA	 Kogu mööbel , kõik ruumis asuvad asjad sööstsid paigast . 
64	NA	 Möirgamine ja raksatused kurdistasid kõrvu . 
64	NA	 Kokkupõrgetes pööraselt kihutavate kappide , laudade , klaasnõude kildude , nugade-kahvlite ja kõige muuga , hakiti ning lömastati Meets liharäbalateks . 
64	NA	 Soolikad ja silmamunad pritsiti seintele . 
64	NA	 Verepilved muutsid õhu punaseks uduks ja kustutasid viimaks küünlad . 
64	NA	 Pimeduse saabumisel lõppes ka möll . 
64	NA	 Tuba täitis paks verehais . 
64	NA	 Tükk aega istus Votokas liikumatult , ent siis — kui peale tilkumise ja väljast kostva liiklusmüra enam absoluutselt midagi kuulda ei olnud , hakkas Votokas liigutama . 
65	NA	" "" Meets , "" piiksus ta hirmust peenikese häälega . "
66	NA	" "" Ohver on vastu võetud . "
66	NA	" Pildista ja kogu kuulsust . "" "
67	NA	 Votokas roomas aeglaselt ukse poole . 
67	NA	 Esimene asi , mis talle ringist väljudes käe alla jäi , oli ei tea kuidas sinna sattunud fotoaparaat . 
67	NA	 Kiunatades , nagu oleks aparaat teda kõrvetanud , rapsas Votokas sellest paanikas kõrvale , virutades pildikasti kuhugi minema . 
67	NA	 Nätsatades maandus see millessegi lägasesse . 
67	NA	 Ka Votokas libastus ja vajus küünarnukkidele . 
67	NA	 Puupilpad , klaasikillud , riideräbalad ning luukillud . 
67	NA	 Kõike , mis pimedas ta käe alla jäi , kattis soe lige mass . 
67	NA	 Mees võpatas iga kord , kui käe läga sisse pani . 
67	NA	 Jõudnud ukse juures asuva põrandalambi lülitini , vajutas mees tule põlema . 
68	NA	 Ilmaaegu . 
69	NA	 Vilksamisi nähtud toa sein , põrand ja lagi sundisid ta silmad kõvasti kinni pigistama . 
69	NA	 Soolikad ja siseorganid olid kistud ribadeks ja paisatud kõikjale mööda tuba laiali . 
69	NA	 Mõned luud turritasid välja seinast , kuhu nad hirmsa hooga olid virutatud . 
69	NA	 Raudbetoonist seinapaneel oli tundmatu jõu jaoks olnud vaid plastiliin . 
69	NA	 Laest ja seintelt nirises verd , sappi ja maomahla . 
69	NA	 Lambikuplilt tillerdas otse ta nina ees poolik süda mingite soonte otsas . 
69	NA	 Votokas tundis minestust peale tulevat . 
69	NA	 Ta kustutas lambi kiiresti . 
69	NA	 Käsikaudu ukse avanud , lohistas fotograaf ennast koridori . 
69	NA	 Keset selle põrandat oli fotokaamera ja kaks filmirulli . 
70	NA	" "" Võta ja pildista . "
70	NA	 Tulemus vapustab sind . 
70	NA	" Üllata maailma . "" "
71	NA	" "" .. Õõh ... , "" värinad raputasid fotograafi , ta ei tahtnud seda kuulata . "
72	NA	" "" Muidu oli ohver asjata . "" "
73	NA	" "" .. Õõh ... "" "
74	NA	" "" Võta oma aparaat . "" "
75	NA	 Votokas lebas tardunult edasi , vahetevahel ainult kergelt värinate käes rappudes . 
76	NA	" "" Kas sa ei saaks Meetsi uuesti kokku panna ? "" pinises ta viimaks , nagu lõksu jäänud kärbes . "
77	NA	" "" Ma olen KAOSE deemon ! "" "
78	NA	" "" Mine ja pildista ! "" "
79	NA	 Votokas jõllitas liikumatult aparaati . 
80	NA	" "" Hüva , saad oma Meetsi ! "" "
81	NA	 Esialgu ei juhtunud midagi , siis aga hakkas Votoka kõrv eristama kõrvaltoast üksikuid hääli : krigin , plätsumine , millegi lohistamine , hootised röginad ... Votokas tundis , kuidas tal järsku põrandal külm hakkas . 
81	NA	 Ta ajas end kramplikult aparaadist eemale hoides püsti . 
81	NA	 Värinahood raputasid endiselt ta keha . 
81	NA	 Teisest toast kostvad hääled lõppesid mulksumisega . 
81	NA	 Saabus vaikus . 
82	NA	" "" Meets ? "" hõikas Votokas pingest võbeleva häälega . "
82	NA	 Vastust ei tulnud . 
82	NA	 Ukse alt immitses mingit kollast löga . 
83	NA	" "" Meets ? "" "
84	NA	 Votoka teravdunud kuulmine tabas õhkõrna röhatuse . 
84	NA	 Fotograaf astus sammukese uksele lähemale ja kuulatas . 
84	NA	 Susin . 
84	NA	 Nagu oleks millestki vaikselt õhku välja voolanud . 
85	NA	" "" Panid sa ta ikka kokku vä ? "" "
85	NA	 Votokas peaaegu juba halises . 
86	NA	" "" Jah . "" "
87	NA	" "" Kus ta siis on ? "" "
88	NA	 Uks tema ees liigahtas järsku . 
88	NA	 See kummus kergelt sissepoole ning naksudes andsid kruvid piidapesades järele . 
88	NA	 Votokas hakkas taganema . 
88	NA	 Kerge metallikrigina saatel võeti uks eest . 
88	NA	 See , mis nüüd ukseavas seisis , ei olnud kindlasti Meets . 
88	NA	 See oli midagi , mis võis olla toas olnud jäänuste kobrutav mass . 
89	NA	" "" Need kaks filmi on proovimiseks . "
89	NA	" Ära kokku hoia . "" "
90	NA	 Votokas ei suutnud end liigutada . 
91	NA	" "" Võta aparaat ! "" "
92	NA	 Mees ei liigutanud ikka veel . 
93	NA	" "" Ise tead ! "" "
94	NA	 Mass liigahtas . 
94	NA	 Enne veel , kui see jõudis sentimeetritki läheneda , hüppas mees karjatades tagasi ja haaras ukse käepidemest ja kiskus hirmsa jõuga ust . 
94	NA	 See mitte ei jõnksatanudki . 
95	NA	" "" Võta aparaat ! "" "
96	NA	 Votokas lausa niideti õudusest põrandale , ta haaras aparaadi järele , nagu näljane leivakannikat ja tormas siis koperdades korterist välja . 
97	NA	 Tundes ennast kohutavalt haigena tuias Votokas mööda linna . 
97	NA	 Kaamera tolknes paelapidi kaelas ning tuletas ennast vastu rinda koksides iga sammu juures meelde . 
97	NA	 Mehe käed ja põlved olid ikka veel verelögased . 
97	NA	 Vastikusest värisedes astus Votokas murule ja potsatas põlvili , hakates ennast vastu rohtu puhtaks nühkima . 
97	NA	 Kõrvalt kostev prügikasti kaane kolksatus pani ta kohutatud varblasena püsti hüppama . 
97	NA	 Lohiseval sammul eemaldus prügikoll , peaaegu tühi kilekott toika otsas selga visatud . 
97	NA	 Votokas vaatas teda kartlikult , siis puudutas ta arglikult fotoaparaati . 
97	NA	" Kõheldes tõstis mees kaamera : "" Linna tutvustav rohelise mõttelaadiga piltpostkaart , "" pomises ta . "
97	NA	" "" Teatava sotsiaalse kriitikaga . "" "
98	NA	 Fookusesse . 
99	NA	 KLÕPS . 
100	NA	 Prükkar tundus objektiivis komistavat . 
100	NA	 Kott kukkus kolinal maha ja mädanenud käest , mis seda kinni hoidis , libisesid välja luised sõrmed ja küünarluu . 
100	NA	 Kogu liha tuli pruunikate kamakatena skeleti küljest lahti ning lärtsatas teele . 
100	NA	 Luukerestunud mees astus veel paar sammu , ent vajus siis jõuetu kondihunnikuna kokku . 
100	NA	 Taustaks oleva betoonmaja seintesse tekkisid praod ning puistates enda ette aknaklaaside kilde , vajus hoone ähvardavalt viltu . 
101	NA	 Votokas langetas aeglaselt aparaadi . 
101	NA	 Vaatas , ega uskunud oma silmi . 
101	NA	 Kõik oli normaalne . 
102	NA	 Mis see oli ? 
102	NA	 Mis värk oli juhtunud ? 
102	NA	 Hallutsinatsioon ? 
103	NA	" "" Eks ole , su fotod tulevad enneolematud ? "" "
104	NA	 Votokas tardus . 
105	NA	" "" Mida sa ootad , pildista . "
105	NA	" Või saadan Meetsi sulle appi ? "" "
106	NA	 Kohutatult tõmbus Votokas küüru ja heitis pilgu üle õla majaukse poole . 
106	NA	 Jube jäänustemass oli trepikoja uksel . 
107	NA	" "" Pildistan , pildistan ... "" piuksus fotograaf viginal ja tegi kiiresti paar suvalist pilti majast ja selle ümbrusest . "
107	NA	 Maja sammaldus hetkega , akendel kõõluvad inimesed moondusid kisenduste saatel vastikuteks värdjateks , rohi kolletas ja põõsad ning puud tundusid elustuvat . 
107	NA	 Ainus , mis muutumatuks jäi , oli Meets . 
107	NA	 Hirmunud Votokas pillas kaamera käest . 
108	NA	 Rohi oli roheline ja inimesed akendel vahtisid igavlevalt ringi . 
108	NA	 Igavlev ei paistnud ainult koletis ukseavas . 
108	NA	 Pildistaja taandus ja pani jooksu . 
109	NA	 Votokas kõndis mööda linna ja pildistas suvaliselt kõike , mis ette juhtus : inimesi , maju , autosid , taevast , prügikaste . 
109	NA	 Iga pilt pani mehe võpatama , näidates värdjastuvat maailma . 
109	NA	 Ta ainus siht oli filmid võimalikult kiiresti täis saada . 
109	NA	 Siis ei pea ta enam pildistama ja seda kõike nägema . 
109	NA	 Votokas seisatas ja vaatas tagasi . 
109	NA	 Talle tundus , et kõik , mida ta oli pildistanud , paistis kuidagi hallim kui muu . 
109	NA	 Turg , kus ta oli tükk aega klõpsutanud , näis olevat justkui suure pilve alla sattunud . 
109	NA	 Mõni üksik inimene , kes äsja juurde tulnud , paistis nagu erksam , teised tundusid tuimad ja hallid . 
109	NA	 Votokas sülitas ja läks edasi . 
109	NA	 Kõige olulisem oli praegu film täis pildistada . 
109	NA	 Kuigi jah , jõuda lõpptulemuse — ilmutamiseni , ei tundunud just eriti meelitav . 
109	NA	 Aga teisest küljest jälle . 
109	NA	 Ta tahtis ... ja ka ei tahtnud näha millised need fotod siis välja tulevad . 
109	NA	 On ta siis nüüd praegu , kui ta neid pilte teeb , nii põrgulikult andekas ? 
110	NA	 Saanud teisegi filmi täis jäi Votokas seisma . 
110	NA	 Ta ei osanud enam midagi ette võtta . 
110	NA	 Vahtis arglikult ringi ja keris siis filmi tagasi . 
111	NA	" "" Vii oma kunst lõpule . "" "
112	NA	 Votokas neelatas . 
112	NA	 Alistunult pöördus fotograaf tagasi oma ateljee poole . 
112	NA	 Seisatas siis . 
113	NA	" "" A' Meets ? "" küsis ta areldi . "
114	NA	" "" Ta ei sega sind , kuni oma tööga tegeled . "" "
115	NA	 Tasapisi hakkas Votokas astuma . 
115	NA	 Ta oli mõttes , paistis , et midagi halba temaga vist ei juhtu . 
115	NA	 Ta lihtsalt on saanud oma tahtmise ja on andekas . 
115	NA	" Kuid teda jäi kummitama sõna "" kuni "" ja vastik tunne , et keegi on temaga kogu aeg kaasas . "
115	NA	 Nüüd ja alati , ükskõik , kas ta sööb , magab või situb . 
115	NA	 Kuni ... 
116	NA	 Jõudnud pimikusse , kustutas ta tule ja asus isegi tillukese ootusärevusega asja kallale . 
117	NA	" "" Vaatame , vaatame , "" pomises ta , võttes värisevi käsi aparaadist filmirulli . "
117	NA	 Punane valgus ta ümber tundus täna kuidagi võigas . 
117	NA	 See meenutas punase udu pilve . 
117	NA	 Ka seinad ja lagi . 
118	NA	" "" Vaatame , vaatame , "" pomises ta sellest mitte mõelda püüdes ja filmi kallal vaeva nähes . "
118	NA	 Õhus oli tunda kannatamatust . 
118	NA	 Keegi oli ootevalmis . 
119	NA	 Fotopaberile ilmus pilt , Votokas kangestus . 
119	NA	 Kõik oli palju jubedam , kui objektiivis paistis . 
119	NA	 Turuplatsi ümbritsevad majad olid mädanenud , kokku kukkunud või põlemas , platsil aga kees tõeline põrgu . 
119	NA	 Veri , agoonia ja piinad . 
119	NA	 Piinad , mis väljendasid sedavõrd koletut valu , et Votokas oiatas kramplikult ja pillas pintsetid maha . 
119	NA	 Pimiku punane valgus võimendas seda kõike mitmekordseks . 
120	NA	" "" Suurepärane . "" "
121	NA	 Jälkust alla surudes sundis Votokas ennast ilmutama järgmise kaadri , ja järgmise , ja järgmise . 
121	NA	 Kõikjal valitses kaos . 
121	NA	 Õhk ta ümber tundus pinevusest tihenevat , lausa praksuvat . 
121	NA	 Iga kaader oli hullem kui eelmine . 
121	NA	 Nende fotode järgi võinuks arvata , et kogu Jõgeva linn on hukkumas kohutavas hävingus . 
122	NA	" "" Unelm . "" "
123	NA	" "" See on haige , "" pomises Votokas . "
123	NA	" "" Need on haiged pildid , nendega võin ma saavutada tunnustuse ainult maniakkide või satanistide seas . "" "
124	NA	" "" Ent see-eest on kogu linn su ande ees põrmus . "" "
125	NA	 Järsku tundis mees lausa füüsiliselt deemoni kohalolu . 
125	NA	 Miski limane ja jahe embas teda algul õlgadest , seejärel puusadest ... 
126	NA	 Vastikustundest röögatades kargas Votokas eemale . 
126	NA	 Mingi anum kemikaalidega lõi kõikuma ja prantsatas põrandale . 
126	NA	 Kananahka minnes tundis mees olevust ikka veel enda ligi . 
126	NA	 Votokas lõi jalaga ukse lahti ja tormas välja tänavale . 
126	NA	 Tänavale , kus valitses kaos , maniakkide tänavale . 
