par_nr	head	sentence
20	NA	 Ainult purustatud peaga , kahe käe ja jalaga inimkeha jäi põrandale veritsedes lamama . 
20	NA	 Ning teine pea , mis külmal kooljailmel Augustit vahtis . 
20	NA	 Mees virutas sellele riidevarnaga - ajusi laiali pritsides lendas pea pimedusse , kus ta vastu seina kopsatas . 
21	NA	 August seisis vabisedes keset musta koridori ja ei teadnud mida teha . 
21	NA	 Trepile ta pelgas minna , sest kartis sinna kadunud paari kätt ja jalga . 
21	NA	 Arvatavasti jäid nad kuhugi varitsema . 
21	NA	 Sealtpoolt , kust ta tulnud oli , kostsid äkki mingid hääled . 
21	NA	 Küllap oli keegi lärmi peale üles ärganud . 
21	NA	 Siis vapustas haiglat jube kriiskamine . 
22	NA	" "" KÄSIIIII , KÄSIIII ! "" "
23	NA	 Kellegi hõik , millegi klirin . 
23	NA	 Kriiskamine lämmatati , see muutus mulksuvaks ja hajus . 
23	NA	 Ent nüüd kostis uste avamist ning hääli ka mujalt . 
23	NA	 August hakkas mööda seinaääri sinnapoole hiilima . 
23	NA	 Ärritatud-ehmunud hääled valjenesid . 
24	NA	" "" Oodake siin , ma lähen kutsun kohe tohtri ! "" kostis valveõe hääl . "
25	NA	 August piilus nurga tagant välja . 
25	NA	 Kitlis naine kadus teisele poole koridorihämusse . 
25	NA	 Põrandal lamas minestunud naispatsient ning ümber tema 7-8 pidzhaamades inimest . 
25	NA	 Laual , mille kõrval nad seisid , lebas käsi . 
25	NA	 Arvatavasti üks neist , kes Augusti eest jalga lasid . 
26	NA	" "" Oleks võinud ju SELLE ka kaasa võtta , "" virises keegi . "
26	NA	 Üks meestest astus lauale ligemale ja katsus kätt . 
26	NA	 Sooja puudutust tundes elustus käsi silmapilkselt . 
26	NA	 Välkkiirelt haarasid sõrmed mehel randmest . 
26	NA	 Hirmust röögatades hüppas mees metsikult oma kätt vabaks raputada püüdes eemale . 
26	NA	 Ent SEE oli kui tangidega ta küljes . 
26	NA	 Vastikusest moondunud näoga tagus mees Kätt vastu lauaplaadi serva . 
26	NA	 Puhkes kohutav lärm ja rüsin , milles keegi vanem mees endal rinnust haaras ja põrandale vajus . 
26	NA	 August volksas nurga tagant välja ja jooksis Käega maadlevale mehele appi . 
26	NA	 Enne veel kui ta kohale jõudis oli Käsi mingi trikiga mehel kõri kallal . 
26	NA	 August haaras Käest ja hakkas seda ära kiskuma . 
26	NA	 Mehe silmamunad pöördusid pahupidi . 
26	NA	 Käe hiigelbiitseps värises pingutusest . 
26	NA	 Nähes pimedusest ilmunud neljajalgset meest üksiku käe kallal , põgenesid paanikas patsiendid haiglasügavusse . 
26	NA	 Meeletult rapsides kiskus August mehe tahtmatult tasakaalust välja . 
26	NA	 See kukkus alguses põlvili , seejärel kõhuli . 
26	NA	 Siis lasi ka Käsi temast lahti . 
26	NA	 August , kes ei osanud seda oodatagi , pidi oma neljast jalast hoolimata selili prantsatama . 
26	NA	 Hooga tõmbas ta Käe vastu oma rüseluses paljakskistud rinda . 
26	NA	 August tundis kerget valupistet ja siis oli käsi temaga üks . 
26	NA	 Lahutamatu nagu jaladki . 
26	NA	 Rõvedust tundes haaras August sellest kinni ja tundis , et hoiab käes iseenda kätt . 
27	NA	 Sellest vapustusest toibumata kuulis August taaskord eemal sammukobinat ja hääli . 
27	NA	 Kikivarvul hüppas ta oma palatiuksest sisse ja tõmbas selle enda järel peaaegu kinni , jättes vaid õrnalt paokile . 
27	NA	 Siis heitis ta pilgu ümberringi . 
27	NA	 Palatis polnud kedagi peale jalutu avariiohvri . 
27	NA	 JALUTU ? 
27	NA	 Augustile tõusis eredalt silme ette pilt , kuidas too mees õhtul tuppa lükati . 
27	NA	 JALAD EES !!! 
27	NA	 Hetke seisis ta nagu halvatu . 
27	NA	 Ning siis taipas ta , et mees on ärkvel ja vahib teda ja tema kaht paari jalgu . 
27	NA	" August lausa hüppas talle oma kolme käega kallale : "" Sina oled selles värgis osanik , "" lõrises August ja näitas kolmanda käega oma karvastele lisajalgadele . "
27	NA	 Mees noogutas ehmunult . 
28	NA	" "" Kust sa nad said ? "
28	NA	" MIKS NAD MINU KÜLJES ON ? "" "
28	NA	 Ta heitis pilgu palatiukse poole . 
28	NA	 Koridorist kostis tramburai minestanud naise ja kahe surnud mehe ümber . 
28	NA	 Paistis , et ka vanaätt oli hinge heitnud . 
29	NA	" "" RÄÄGI ! "
29	NA	" Vaikselt aga kiiresti ! "" "
30	NA	" "" Ma sain nad peale avariid , kus ma mõlemast jalast ilma jäin . "
30	NA	" Doktor Pärnakeselt , tema need aretas . "" "
31	NA	" "" Misasjad ? "" "
32	NA	" "" Need doonorjalad . "" "
33	NA	" "" ... ja käed , "" August lehvitas oma lisakätt mehe näo ees . "
34	NA	" "" ... ja käed ja muud asjad . "" "
35	NA	" "" Misasjad ? "" "
36	NA	" "" Need on nagu eraldi elusorganismid , parasiiditüüpi . "
36	NA	 Kui inimesele külge paned , lülituvad kohe tema närvi- ja vereringesüsteemi . 
36	NA	 Sealt saavad nad peremehelt toitaineid . 
36	NA	" Neil endil ju suud ei ole . "" "
37	NA	 August vahtis teda uskudes enda hullumeelsusse . 
38	NA	" "" Aga miks nad minu küljes on ? "
39	NA	 Mees naeratas virilalt . 
39	NA	" "" Sellepärast , et ma sain vigastada . "
39	NA	 Kui peremeesorganism ei suuda enam oma kohust täita , siis lähevad need neetud parasiidid uut peremeest otsima . 
39	NA	" See on nende ainus viga . "" "
40	NA	" "" Teine viga on neil veel , "" ütles August . "
40	NA	" "" Nad tapavad inimesi . "" "
41	NA	" Mees raputas kõhklevalt pead , "" ..ee .. eei teea , kui sa neile just liiga ei tee . "" "
42	NA	 August võpatas , mõeldes inimesele , kelle ta oli riidevarnaga tapnud . 
43	NA	" "" Aga miks nad seda siis salaja teevad ? "
43	NA	" See on ju suur leidus ! "" "
44	NA	" "" A mis sellest lihtrahvale ikka kuulutada , raha neil nagunii pole . "
44	NA	 Tasu neid ilmaasjata kättesaamatuga õrritada . 
44	NA	" Muidu veel keelatakse jälle ära , nagu klooniminegi . "" "
45	NA	 August korsatas . 
45	NA	" "" Noh , enam seda vaka all ei hoita , "" sisises ta ja tõusis . "
45	NA	 Kuulatas . 
45	NA	 Koridoris oli kõik vaikseks jäänud . 
45	NA	 Nähtavasti oli personal valitseva segaduse klaarimisega kusgil mujal ametis . 
46	NA	" "" Kuhu sa , loll , lähed , "" hüüatas mees . "
47	NA	" "" Kuhu vaja , sinna lähengi , "" pomises August ja libistas end palatist välja . "
47	NA	 LÄTAKI , lõi kirvehoop ta pea pooleks . 
47	NA	 Tükkideks lagunedes vajus poole peaga keha põrandale . 
47	NA	 Kirves koos pea ülemise poolega jäi uksepiida sisse . 
47	NA	 Doktor Pärnake vaatas valveõele valjult otsa . 
48	NA	" "" Patsiendid palatisse tagasi ja hommikul kannad ette , et nad said kogemata hallutsinatsioone esile kutsuvaid aineid . "" "
