par_nr	head	sentence
49	NA	 Lint tundus levitavat mingit vastikut vibratsiooni . 
50	NA	" "" Mis see on ? "" küsis Skript . "
50	NA	 Ta hääl kostis hämaras ruumis jõu kaotanult ja õõnsalt . 
50	NA	 Kuuri uks , mis pidi olema siinsamas sammu kaugusel selja taga , kumas vaevaliselt tunneli kauges otsas . 
50	NA	 Surnuaiavaht tundus kössis ja vanana , tema pale oleks nagu kahestunud jagades kummassegi näkku ühe silma , ühe ninasõõrme ja pooliku suu . 
50	NA	 Silmad mõlemast näost sihtisid helendavaid tähti . 
51	NA	" "" Ma põletasin lõkkeplatsil rämpsu , muu hulgas ka vanu pärgi . "
51	NA	" Ühel pärjal , millele oli valge lint ja sellel tekst "" Me hulgast surm sind ei vii ! "" "
51	NA	" Hakkas lint äkki sädemeid pildudes leegitsema , see kestis vaid hetke ning lint moondus mustaks , vaat selleks samuseks siin . "" "
52	NA	" "" Lähme välja , "" kärises Skript . "
52	NA	 Ühe sammuga olid nad uksest väljas päikesepaistes . 
53	NA	" "" See oli üks neist pärgadest , millelt tavaliselt lilled ja lindid hommikuks kadunud on , "" seletas taat . "
54	NA	 Valges märkas Skript , et sõnade vahel tumedast riidest veelgi tumedamalt olid mingid märgid ning nelkide varred olid inimluudest , lehtedeks pikkade küüntega näpud . 
54	NA	 Nelgi õite värvus meenutas tuleleeke . 
55	NA	 Skriptil hakkas palav , talle tundus taas nagu seisaks ta kuumava lõkke ääres . 
55	NA	 Mees voltis lindi aeglaselt kokku . 
55	NA	 Tähed sellel olid tuhmunud . 
56	NA	" "" Ma ei tea mis see on , "" tunnistas Skript nõtkuval häälel , "" aga kui sa selle mulle annad , siis ma uurin välja . "" "
57	NA	" "" Minupärast võta , "" ütles vanamees kuidagi kergendatult . "
57	NA	 Ta elavnes silmnähtavalt . 
57	NA	" "" Kui sa tahad näha pärgi , mille sarnaselt see pärit on , siis praegu on kabelis ärasaatmine . "
57	NA	" Kindlasti on sellelgi matusel mõned sihukesed . "" "
58	 3 . 	 3 . 
59	NA	 Skript poetas ennast kabelisse , kus avatud kirstu ümber seisid paarkümmend leinalist ja kuulasid ärasaatmisjuttu . 
59	NA	 Skript libistas endki nende hulka . 
59	NA	 Kirstus lebas umbes kolmekümnendates aastates mees . 
59	NA	 Skript ei osanud välja pakkuda millesse ta surnud võis olla . 
60	NA	 Teenistus lõppes ja kuus kirstukandjat haarasid sarga ning ristikandja kõige ees , asus protsessioon tühja haua poole teele . 
61	NA	 Poisinaga , kes risti kandis oli umbes kümneaastane . 
61	NA	 Rist oli tema jaoks vist veidi raske ning ta hoidis seda pooleldi õla najal nagu sõdur püssi . 
61	NA	 Ühtepuhku pooluhkelt-pooluudishimulikult üle õla tagasi vahtides oli tal vaevalt aega teed vaadata ning seepärast komistas ta pidevalt ühest rajaservast teise . 
61	NA	 Skriptil oli tükk tegemist , et teda jälgides mitte naerma puhkeda , seetõttu ei pöörand ta ka pärgadele enne suuremat tähelepanu , kui nendega kalmuküngast katma hakati . 
61	NA	 Ajakirjanik tundis otsitava silmapilk ära . 
61	NA	" Talle tundus , et hetkel kui see kääpale asetati , vajus lint ebaloomulikult sirgeks ja sellelt võis lugeda : "" Ei jäta me sind unustuse hõlma ... "" "
62	NA	 Kiskus juba õhtupoole , kui Skript Siimustist Jõgevale jõudis . 
62	NA	" Ta võttis "" Virtuses "" endale toa , sest kavatses veel üheks päevaks siia jääda . "
63	NA	 Toas istus ta voodile . 
63	NA	 Talle meenus kuidas ta oli pärast matusetalituse lõppu astunud ühe vanema naisterahva juurde , kes oli Selle pärja toonud . 
63	NA	 Skript kiitis pärast kaastundeavaldust pärga ning küsis siis selle päritolu kohta . 
63	NA	 Naine oli andnud talle visiitkaardi . 
63	NA	 Sellel seisis : 
64	NA	 KURKPärjad , kimbud , lindid . 
65	NA	 Skript tõusis püsti ja hakkas rahutult toas edasi-tagasi käima . 
65	NA	 Visiitkaart oli teda mingil määral rööpast välja viinud . 
65	NA	 Eriti kui talle meenus mis oli juhtunud surnuaiavahi kuuris . 
65	NA	 Skript kobas tasku järgi , kus lebas must lint . 
65	NA	 Ta tundis , et läheb higiseks . 
65	NA	 Toa seinad tundusid teda rõhuvat kuidagi vastikult . 
65	NA	 Linti ta taskust välja ei võtnud . 
65	NA	 Selleks ei jätkunud tal julgust . 
65	NA	 Oleks ometi keegi veel siin . 
65	NA	 Ja mitte ruumis . 
65	NA	 Siit ei saa nii lihtsalt välja astuda nagu tollest kuurist . 
65	NA	 Õue on pikk tee ja õhtu ka juba . 
65	NA	 Närviliselt sügas mees higist kipitavat keha . 
66	NA	 Tuleb selle Kurgiga uuesti rääkida , ja tema naabritega . 
66	NA	 Enne naabritega . 
66	NA	 Kannatamatult kratsis Skript oma pööraselt kihelevat kaela . 
66	NA	 Tuba tundus iga hetkega üha lämmatavam . 
66	NA	 Seinad paistsid madala lae all veelgi enam tema kohale koolduvat . 
66	NA	 Skript seisatas järsult , ise raskelt hingeldades . 
66	NA	 Midagi oli mäda ! 
66	NA	 Hüsteeriliselt toksis ta sõrmega lauaservale . 
66	NA	 Ta peab siit välja saama . 
66	NA	 Ruumiga oli midagi kapitaalselt korrast ära . 
66	NA	 See ahenes kohutava kiirusega . 
66	NA	 Tuba oli äkitselt vaid kapisuurune ja ta tundis füüsiliselt kuidas see teda õlgadest pitsitab . 
67	NA	" "" Kas mul enam ongi piisavalt ruumi ümber keerata , et ukseni jõuda või litsutakse mind enne lödiks , "" vilksatas Skripti hirmunud ajus . "
67	NA	 Paanikas sööstis mees käheda karjatusega ukse juurde ja tormas koridori . 
67	NA	 See oli pigem käik kui koridor . 
67	NA	 Välisukse poole joostes pidi ta pead allapoole kössitama , et seda mitte ära lüüa . 
67	NA	 Õue sööstis ta nagu püssikuul , joostes hoonest meeletuna eemale . 
68	NA	 Alles paarisaja meetri pärast , tajudes enese ümber avarust , aeglustas Skript sammu . 
68	NA	 Ümberringi valitses hämarus ja öö . 
68	NA	 Skriptil hakkas läbihigistatud riietes jahe . 
68	NA	 Nahk oli valus ja marraskil . 
68	NA	 Tundus , et ta oli ennast ise seda märkamata verele kratsinud . 
68	NA	 Pea oli nüüd klaar . 
68	NA	 Ta oli oma käitumisest vapustatud . 
69	NA	" "" Millest selline hirmusööst ? "" küsis Skript eneselt . "
69	NA	 Ma pole iialgi klaustrofoobiat tundnud . 
70	NA	 Ta mõtted naasid mustale lindile , mida ta endiselt taskus kandis . 
70	NA	 Tunded kuuris ja toas ? 
70	NA	 Vahest on siin mingi seos ? 
70	NA	 Käsi tõrkus ka praegu , siin pimedas öös riidetükki välja võtmast . 
70	NA	" "" Pean surnuaiavahti veelkord külastama , "" mõtles Skript . "
70	NA	" "" Tunnen , et midagi jättis ta päeval rääkimata . "" "
70	NA	 Skript läks oma auto juurde ja istus sellesse kerge ebamugavustundega . 
70	NA	 Hetke piinelnud keris ta kärmesti kõigil ustel klaasid alla . 
70	NA	 Pead pooleldi aknast välja hoides võttis Skript kergelt iiveldust tundes suuna taas Siimusti poole . 
70	NA	 Auto tundus kuidagi kitsas ja lämbe . 
71	NA	 Jõudes vaevalt linna piiridest välja , pidi ta äärepealt mingi hullu alla ajama , kes lillesületäiega külmalt auto eest üle tee jooksis . 
71	NA	" "" Kuradi värdjas ! "" kirus Skript ja sikutas rooli . "
71	NA	 Mees oleks tal peaaegu vasakpoolse peegli küljest löönud . 
71	NA	 Pead pööramata sörkis hull üle tee maanteekraavi ja kadus seal pimedusse . 
71	NA	 Skript seisis autoga põiki tee peal . 
71	NA	 Ta oli mehe ära tundnud . 
71	NA	 Tüüp lilledega oli lamanud päeval kirstus ja lasknud sama külma kõhuga , nagu ta praegu auto ette jooksis , end maha matta . 
71	NA	 Skript vaarus autost välja . 
71	NA	 Tal oli üle kere palavaks löönud . 
72	NA	" "" Nonii , nonii , "" rahustas ta ennast . "
72	NA	" "" Nonii , nonii ! "
72	NA	" Ma võin ju ka eksida "" Ometi teadis ta täpselt , et oli selgesti märganud ka seda , millesse see punt nelke oli mähitud . "
72	NA	 Musta , heledate tähtedega linti . 
72	NA	 Skript istus auto kõrvale maha ja toetas pea kätele . 
72	NA	" "" Said , mis tahtsid , "" mõtles ta väsinult . "
72	NA	" "" Tahtsid sataniste , "
72	NA	 .... 
72	NA	" palun väga . "" "
72	NA	 
73	NA	 Skript tundis kuidas ööõhk oli järjekordse higikorra ta kehal jahutanud . 
73	NA	" "" Noh igatahes , enam ma seda nii jätta ka ei saa , "" ajakirjaniku uurijavaim tõstis temas jälle pead . "
73	NA	 Ainus koht kuhu see ... 
73	NA	" ( Skript neelatas ja julgus temas taandus ) ee .. võis minna , oli Kurgi pesa . "" "
74	NA	 Kergelt taas higistama hakates istus mees masinasse . 
74	NA	" "" Närvid läbi nagu politseikoeral , "" virgutas ta ennast . "
74	NA	" "" Olen materialist või mitte , ah ? "" "
75	NA	 Auto käivitus ja keeras otsa ringi . 
75	NA	" "" Igatahes ei pea ma üksi jääma , "" kobas ta püksivärvlilt mobiiltelefoni . "
75	NA	 Julgus tõusis taas paari kraadi võrra . 
75	NA	" "" Igatahes jõuan kohale rutem kui see lillepoiss , "" itsitas Skript , püüdes vaprust alal hoida . "
75	NA	" "" Olgu mis on , püstol mul on ! "" "
76	NA	 Skript kihutas Kurgi maja poole . 
76	NA	 Hoolimata sellest , et auto kõik aknad ammuli olid ja masinas möllas kui pööristorm , ahistas kinnine ruum meest , litsudes teda aeglaselt ent kindlalt lapikumaks . 
76	NA	 Vastusõitev auto pimestas korraks ta silmi ning Skript tundis end kui lõksuaetud loom . 
76	NA	 Kriisates tallas ta pidurit ja rebis veel liikumise ajal ust lahti . 
76	NA	 Pidurdamisel tekkinud inerts rapsas ukse tagurpidi ning käänas hinged kõveraks . 
76	NA	 Kummilohinal keeras bemar kraavi , raksatades vastu suurt kivijurakat . 
77	NA	 Öökides kiskus Skript poova turvavöö lahti ning koperdas autost välja . 
77	NA	 Vastikus- ja õõvatundega tõmbas mees taskust musta lindi ja sidus riidetüki sellele pilku heitmata autopeegli külge . 
77	NA	 Skript oli kindel , et just see ese on tema klaustrofoobias süüdi . 
77	NA	 Tuikudes ja ikka veel ennast verele kratsides jooksis ajakirjanik Kurgi maja poole . 
78	NA	" "" Alustatu tuleb lõpuni viia , "" pomises ta , arutlemata selle üle , mida ta üleüldse saavutada tahtis . "
78	NA	 Praegu polnud mehel muud eesmärki kui sihtkohta jõuda . 
79	NA	" "" Üks asi korraga , "" rahustas ta ennast . "
79	NA	" "" Üks asi korraga ! "" "
80	NA	 Kuu kallas oma hõbedast valgust maastikule , lastes kõigel üsna selgelt paista . 
80	NA	 Kui Kurgi maja paistma hakkas , märkas Skript eespool lilledega jooksjat . 
80	NA	 Viimast jõudu kokku võttes spurtis ta , et vähendada vahemaad ning näha ligemalt , mis edasi saab . 
81	NA	 Koolnu keeras otseteele üle põllu . 
81	NA	 Kartulipealsed ragisesid ta jalgade all kui tundetu kuju neist ükskõikselt üle tallas . 
81	NA	 Ka Skript sumatas talle järele , kuid oma väsinud jalgadel koperdas ta igale vaole , pealsed keerdusid mehe säärte ümber . 
81	NA	 Vandudes nägi Skript kuidas tume vari põllu ületas , kriiksuvast väravast sisse läks ja maja ees valitsevasse hämarusse kadus . 
81	NA	 Hetkeks tungis hoonest välja kohutav lärm , mis järgmisel hetkel maha vaigistus . 
81	NA	 Süda meeletult kloppimas seisis Skript keset põldu ja kuulas vere kohinat kõrvus . 
81	NA	 Nüüd kui ta enam ringi ei sahminud , tabas mehe kõrv majast kostvat marulist rütmi . 
81	NA	 Elektrikitarr , trummid ja viimsepäevapasunat meenutav saksofon moodustasid põrguliku trio , mis oma meeletu tempoga korinat meenutades tal juuksed peas püsti tõstsid . 
81	NA	 Hämarus ümberringi tundus tihenevat . 
82	NA	 Trah-trah-trah-trah-trah-ühüüüüüü ( kisendas saksofon ) . 
83	NA	 Trah-trah-trah-trah-trah-ühüüüüüü . 
84	NA	 Ennast kummargile lastes hakkas Skript uuesti liikuma hoone poole , millest kostvad helid selle põrgu eeskojaks muutsid . 
84	NA	 Juba märkas mees ka aknaid , kuid jumala eest , need olid veel pimedamad , kui ümberringi valitsev öö . 
84	NA	 Jõudes värava ligi , hakkas Skript eristama ka häältekõma . 
84	NA	 Surnud , elutud hääled kisendasid ( kuivõrd elutud hääled saavad kisendada ) kuulipildujaina sõnu : 
85	NA	 Ei usu ma teadusmehi , vihmaussid ei söö mulda , õgivad nad surnukehi , näksivad neil hambaist kulda , öösiti on selgelt näha , surnuaias liigub maa , on inimesed maetud maha , kuid rahu hauaski ei saa . 
86	NA	 Mees avas kriiksuva värava . 
86	NA	 Metsik muusika ja laul kostsid täiesti selgesti , Skript eristas iga pisematki saksofonikiunatust ja basstrummi müdinat . 
87	NA	 Tunaeile mind elusalt maeti , nii ussidest teada sain tõe , kirst mullakihiga kaeti , eestvedajaks kirjanik Poe . 
87	NA	 Hauas lebanud olin vaid hetke , siis tundsin kuis müdises maa , vihmaussid taas olid retkel , nende survest purunes kaas . 
88	NA	 Skript oli täielikult depressiivse ja saatanliku põrgumuusika mõju all ning ei pannud tähele kuidas ümber maja nurga sööstis süsimust lõukoer nagu õlitatud välk . 
88	NA	 Alles hetk enne kui röögatu sarviline monstrum talle kõrri kargas märkas Skript ta määrdunudkollaseid leegitsevaid silmi . 
88	NA	 Instinktiivselt tõstis ta käed kaela kaitseks . 
88	NA	 Kihvad laksatasid ohvri küünarnuki ümber kokku . 
88	NA	 Metsiku rapsakuga heitis koletis mehe justkui kaltsunuku marjapõõsastesse . 
88	NA	 Kahmanud seejärel jalast sööstis ta meest järel vedades pöörasele galopile ümber maja . 
88	NA	 Terava selgusega tungisid Skripti ajju kohutava laulu viimased salmid : 
89	NA	 Kalmus pime , ma miskit ei näinud , kuid tundsin hammaste ridu . 
89	NA	 Uue ohvri need limukad leidnud , mu kehas möllas usside pidu . 
89	NA	 Nende olemust mõistsin vaid viivu , siis tükkideks rebitult surin , hing lahkust must linnutiivul , saatjaks raipesööjate urin . 
90	NA	 Siis kaotas kaltsunukk teadvuse . 
91	 4 . 	 4 . 
92	NA	 Skript tuli teadvusele hämaras telliskivitapeediga toas , mille lagi oli mustaks värvitud , välja arvatud väike peegel voodi kohal , milles Skript lamas . 
92	NA	 Põrandal , keset tuba põles üksik küünal . 
92	NA	 Teisel pool seina mürises saatanlik kontsert . 
92	NA	 Skript katsus ennast üles ajada . 
92	NA	 See õnnestus ilma suurema vaevata . 
92	NA	 Paistis , et haavad , mis talle tõsist valu valmistasid , polnud siiski eriti tõsised . 
92	NA	 Seevastu hirmutas teda lähisaatus . 
92	NA	 Skript kobas kaenla alt , kuid püstol oli kadunud . 
93	NA	 Väike ruum oli pime ja sisendas õudu . 
93	NA	 Neelatades tunnistas Skript enesele , et ei julge jalgu voodist maha panna . 
93	NA	 Ainus , mis talle veidigi lootust andis , oli fakt , et ta oma klaustrofoobiast üle oli saanud . 
93	NA	 Sellest piisakese julgust saanud lükkas Skript jalad üle serva . 
93	NA	 Muusika teisel pool seina katkes kui noaga lõigatud ning välkkiirelt tõmbas Skript jalad tagasi ja mässis ennast tekipalakasse . 
93	NA	 Vaikus süvenes ja süvenes . 
93	NA	 Mehe hingamine kajas seintelt õõnsalt tagasi , võimendudes iga korraga . 
93	NA	 Iga hingetõmme elas omaette edasi . 
93	NA	 Paistis , nagu hingeldaks toas kümneid inimesi . 
93	NA	 Skript pistis röökima ja kattis kätega kõrvad . 
93	NA	 Pea samal hetkel avanes hämaruses uks ja hingeldamine lakkas . 
93	NA	 Reipal sammul astus Kurk küünlavalgusesse . 
93	NA	 Tal oli seljas neetidega kaunistatud roheline presentmantel . 
93	NA	 Kõrvas õõtsusid kirjaklamber , haaknõel ja tükk traati . 
94	NA	" "" Noh , mõistuse juures tagasi , mu noor sõber , "" irvitas ta sõbralikult . "
94	NA	 Alt langev valgus muutis noormehe näo kooljaluu sarnaseks . 
94	NA	 Kurk istus seina äärde põrandale ja kõkutas naerda . 
94	NA	" "" Ega meie muusika sind ei häirinud ? "" uuris ta ja irvitas vastikult . "
94	NA	" "" Misasja sa siin üldse luusisid ? "
94	NA	 Keset ööd ? 
94	NA	" Võeh ! "" "
94	NA	 Kurk võbistas tehtult õlgu . 
94	NA	" "" Tahtsid midagi varastada või , eh ? "" "
95	NA	" "" Kuulge Kurk , "" katkestas Skript teda . "
96	NA	" "" Jeh ? "" "
97	NA	" "" Kas te olete nekrofiil ? "" "
98	NA	" Kurk muigas : "" Nekrofiil ? "" "
98	NA	 Ta naeratas omaette . 
98	NA	" "" Jah , seda võib öelda küll , seda ka , aga kõige täpsem oleks minu kohta öelda vast nekrosotsioloog , nekroloog , kui lühemalt väljenduda . "" "
99	NA	" "" Nekroloog ? "
99	NA	" Sa oled sellele sõnale uue tähenduse andnud ? "" "
100	NA	" "" Imestad ? "" "
101	NA	" "" Kardan ! "" mõtles Skript . "
102	NA	" "" Ka surnutel on nekropolides oma algeline ühiskond . "
102	NA	" See toimib küll erinevalt kui meie oma , kuid , sorry , nende elu ... "" "
102	NA	 Kurk kõkutas . 
102	NA	" "" Pardon , nende surm . "
102	NA	 See on erinev meie elust . 
102	NA	 Väga , väga erinev . 
102	NA	" Sul tõuseksid juuksed peas püsti , kui teaksid kui erinev . "" "
103	NA	 Kurk ei naernud enam . 
103	NA	 Ta hääl oli muutunud jahedaks , peaaegu kalgiks . 
103	NA	" "" Pool inimkonda läheks hirmust lolliks , kui nad vaid aimaksid , kui košmaarselt erinev see on . "" "
104	NA	 Skript seedis kuuldut . 
104	NA	 Kui temaga poleks juhtunud seda , mis oli juhtunud , siis oleks ta rääkijat püstihulluks pidanud . 
105	NA	" "" Ja sina uurid neid ? "" "
106	NA	" "" Jah , mina uurin neid . "" "
107	NA	" "" Tulemuslikult ? "" "
108	NA	" "" On valminud minu uurimustöö esimene vili — "" Õpetus Surnutest "" . "
109	NA	 Kurk lausus seda tuntava uhkusega . 
109	NA	" "" Praegu töötan uue teose kallal , mille esialgne nimi on "" Nekropol ehk ligem tutvustus surnute gruppidest "" . "" "
110	NA	" "" Ja kuidas seostub selle kõigega too saatanlik muusika ? "" "
111	NA	" "" Oh väike lisalõbu . "
111	NA	" Me andsime oma ansambliga "" Ülim vaikus "" surnutele taas kord kontserdi . "
111	NA	" See on ainus muusika , mida need vaesekesed tajuvad . "" "
112	NA	" "" Zombide kontsert ? "" "
113	NA	" "" Aitab muideks nende ühiskonda sisse sulanduda ! "" "
114	NA	" "" Järelikult pole sa üksi ? "" "
