par_nr	head	sentence
27	NA	 Kõik linnad ja lossid põlesid tuhaks tema raevu ees . 
27	NA	 Ainult üks naine taipas džinni nähes varju minna ja tema jäi ellu , sest ülejäänud kõik kogunesid taevast laskuvat hiiglast imetlema ja olid kui hämmingust löödud . 
27	NA	 Kui naine keldrist välja tuli ning hävingut ja oma tapetud lähedasi nägi , halas ta : 
28	NA	 Ei sina mu taevad ei iial nii sulnilt ei lenda seal linnud , ei lange sealt vihma vaid surma ja hävingut langeb ta võlvilt ei avarust temalt , vaid varju ma ihkan 
29	NA	" "" Häbi olgu sul , naine , "" hüüdsin mina , "" et sa liiga palju muinasjutuvestjate loba kuulad ja tahad takistada oma meest minema retkele , mis kaliifile endale suurt au ja hiilgust toob ! "" "
29	NA	 Kuid halva eelaimus jäi mulle südamesse ja tegi meele mõruks , kui ma oma teise naise Zulfija juurde läksin . 
29	NA	" Ta jooksis mulle kambri uksel vastu , nägu pisarais , ning hüüdis : "" Sindbad , mu kallis mees ! "
29	NA	 Kuula , ma tahan sind hoiatada hirmsa ohu eest . 
29	NA	 Just praegu ärkasin ma kohutavast unest . 
29	NA	 Nägin , et tõusis keeristorm ja maa värises . 
29	NA	 Nägin jasmiinipõõsast , sinu lemmikut , mis tormi ja värina käes varises , kuni hirmus tuulehoog ta maast juurtega välja rebis . 
29	NA	 Põõsas lendas läbi tormi , kuni kukkus sügavasse kiviprakku . 
30	NA	" Juured rebind lahti tuulehoog maru meelevallas abitult sa peksled kodu läinud — kuhu sind ta toob ? veel kaua veeta kivimail sa eksled ? "" "
31	NA	 Ma käskisin Zulfijal mitte kuulutada häda ja õnnetust oma mehele , kes kaliifi enda käsul rändama suundub , jätsin teise naisega hüvasti ning läksin kolmanda naise , oma lemmiku , noore armeenlanna Banhassiri juurde . 
32	NA	" "" Kas ka sina , mu armsaim naine , tahad mind keelitada mitte minemast üheksandale merereisile ? "" küsisin , kui olin talle rääkinud ees ootavast retkest . "
32	NA	" "" Kas ka sina oled näinud kohutavat ennet unes ? "" "
33	NA	" "" Oo , mu mees , "" sõnas Banhassir malbelt . "
33	NA	" "" Kes olen mina , et öelda kas ja kuhu pead sa minema ? "
33	NA	 Kes olen mina , et keelitada sind mitte kuulama kaliifi sõna ? 
33	NA	 Sina oled mu käskija ja armas mees , ja kõik , mida sa õigeks pead , peab ka sündima . 
33	NA	 Mine ja tea , et Bagdadis ootab sind alati armastav naine , kelle palged on küll pisarais , kuid mitte murest ega hirmust , vaid igatsusest ja ootusest . 
33	NA	 Olgu mu armastus sulle tähiseks teel , mis sind ohtudest hoiab ja tervena koju tagasi toob ! 
34	NA	" Ma olen su naine ja majakas eemal mis kirka leegina põleb nii palaval päeval kui ööl sa oled mu armsam ja kõik , mida teed sa mind aidaku muuta sind minule kallimaks veel "" "
35	NA	" "" Just seda oleksin ma tahtnud kuulda ka teiste naiste suust ! "" hüüatasin mina , embasin Banhassiri ja veetsin selle öö tema juures . "
35	NA	 Hilisööl äratas mind kisa värava juurest . 
35	NA	 Ma vaatasin aknast välja ja nägin ustavat teenrit Ahmedi kellegagi valjult sõnelemas . 
35	NA	 Ma küsisin , mis selle varase äratuse on põhjustanud . 
36	NA	" "" Keegi kaltsudes hulgus palub varjupaika jälitajate eest , kes teda röövida tahavad ! "" hüüdis Ahmed . "
37	NA	" "" Siis laske ta ometi sisse ! "" käskisin mina ja läksin vaatama , kes on need röövlid , kes julgevad kaunis Bagdadis inimesi kimbutada . "
37	NA	 Röövleid polnud kuskil silmapiiril , küll aga vedeles värava ees maas haavatud , hingeldav noormees , kes kramplikult mingit pampu kaenla alla surus . 
38	NA	" "" Kes sa oled ja mis sinuga juhtunud on ? "" "
39	NA	" "" Õnnistagu Allah tuhat korda sinu üllast meel , auline isand , "" vastas noormees , "" mind kutsutakse Al ad-Din'iks ja ma olen pärit Hiinast , olen rännumees ja seikleja , ehkki mitte omal tahtel , vaid õnnetu ja kurblik armulugu on mind võõrastesse maadesse saatnud . "
39	NA	" Sattusin öösel röövlite küüsi ja sinu värav oli kõige lähemal , kust abi ja kaitset paluda . "" "
40	NA	" "" Peske ta haavad , siduge need kinni , andke talle süüa ja las ta tuleb siis minu juurde . "
40	NA	" Ma kuulan hea meelega jutte seiklustest ja õnnetust armastusest . "" "
41	NA	" "" Sinu tahtmine sündigu , isand Sindbad ! "" kummardas Ahmed , noormeest altkulmu piieldes . "
42	NA	" "" Sindbad ! "
42	NA	" Kas tõesti see kuulus meresõitja Sindbad on päästja , kellest turgudel legende jutustatakse ! "" ei uskunud Aladdin oma kõrvu ja tahtis mu käsi suudelda . "
42	NA	 Tema nägu oli , nagu nüüd nägin , tõesti hiinlase oma , naljakate kitsaste silmadega , nagu need on ka kõrgõssidel ja teistel Harun-al-Rašidi — andku Allah talle pikka iga — võõramaalt toodud kaardiväelastel . 
43	NA	 Tunni aja pärast toodi ta minu juurde ning ta rääkis mulle loo , mille sarnast ehk teiegi , sõbrad , jutuvestjate käest turgudel kuulnud olete ja mida ma seepärast kordama ei hakka . 
43	NA	 Ma kahtlustasin , et ta valetab , kuid ta kinnitas , et imelamp on temalt röövitud , armastatu ta maha jätnud ning minna pole tal õieti kuhugi . 
43	NA	 Tema südikus ja vaprus , mida kuidagi hoomasin , tegid mu südame pehmeks ja ma lubasin tal reisi ajaks oma majja tööle jääda . 
43	NA	 Kuuldes , et mind ootab ees reis Punasele merele , hakkas noormees mind keelitama , et ma ta kaasa võtaksin . 
43	NA	 Mõte oli mulle meeltmööda , sest vana torisev Ahmed pole rännuteel just kõige parem kaaslane . 
43	NA	 Nii palkasin ma Aladdini oma teenistusse , käskisin tal puhata , sest koidikul asume teele Basra poole , kus meid ootab kaliifi laevastik . 
44	NA	 Vägevad olid pidustused , mille saatel me Basrast merele seilasime , punased purjed noolekujuliste laevade mastides lehvimas , südamed põksumas ülevustundest ja Allahi nimi huulil . 
44	NA	 Minu koht oli lipulaeval ühes kaliifi vesiiri El Hazlil Hamid Ollai al-Mansuri ja tema kaaskonnaga . 
44	NA	 Meie laevad olid täis kalleid kaupu Indiast ja teistest kaugetest maadest , mis mõeldud nii kingiks kreeklaste kuningale , kui kauplemiseks nende kuulsas sadamas . 
44	NA	 Siin oli hinnalisi siidikangaid ja õndsalt lõhnavat viirukit , kauneid aardeid kullast ja hõbedast , imeliselt nikerdatud Kuši pussnuge ja mõõku , eebenipuust voolitud ja smaragdidega kaunistatud laekaid , vürtse ja keraamikat Hiinast , vandlist ja nefriidist kauneid kujukesi ja isegi Banbhore kollane lind , kes inimkeeli kõneleb . 
44	NA	 Tuuled olid meile soodsad ja nii purjetasime hoogsalt ulgumere poole , möödusime Sifari ja Suhari sadamatest , jõudsime ookeani ning liikusime mööda kaunist Araabia rannajoont ida poole . 
44	NA	 Saythuti sadamast läbi sõites , kus vee- ja toiduvarusid täiendasime , mõtlesin oma kaheksandale merereisile , sest just siit lõunasse jääb ju Sokotra , see imeline mürrimaa , mille lähedasell saarel põhjamaade rändurid mind ja Zulianat vangis pidasid ning mille lõpuks hävitas hullu Alhazredi karistama tulnud hiiglaslik meremadu Dagon . 
44	NA	 Palju olen ma näinud ja palju läbi elanud , kuid ei iial sellist õudust tundnud , kui taamal mere kohal kerkis Dagoni päratu pea ja lained tema tulekust marutormiks muutusid . 
44	NA	 Kas elab see elajas , kes on nii kohutav , et tal ei tohikski olla õigust üldse maailmas olla , ikka veel kusagil sügavikes ja jälitab neid , kes Alhazredi kombel osa saanud mitte surelikele mõeldud teadmistest ? 
44	NA	 Mõtlesin ja meenutasin oma Zulianat , kellest olin lahkunud just Saythutis ja keda ma iialgi ei saa kosida naiseks , kuid kelle armastusest toob mulle teateid tähistaevas särav kuu ja sosistavad kuumad idatuuled . 
44	NA	 Mõtlesin hukkunud vaprale Haakonile ja kaugele põhja , oma jäiste mägede vahele tagasi purjetanud elf Hairlikile , kes viis Alhazredi otsima kummalist jumalust Tha'ar Raphitat , et tema abiga võidelda Cthulhu vastu . 
45	NA	 Ja soodsate pärituultega üha edasi purjetades ei jõudnud ma ära kuulata kiitusi meie laevade kohta , mis on dhwogidest mitmeid kordi kiiremad alused . 
45	NA	 Kaliifi teadlased , kes meiega kaasas olid , mõõtsid öösiti teavas tähti ja kirjutasid midagi üles , nad koostasid merekaarti , et kaupmeestel oleks edaspidi hõlpsam purjetada . 
45	NA	 Palju oskasin ma neile öelda ja palju nemad mulle . 
45	NA	 Olla kapteniks sel uut moodi laeval oli mulle väga meelepärane ja ma nautisin iga hetke , mil tuul ja purjed mulle kuuletusid , kui sööstsime vahustel lainetel edasi Aafrika poole . 
45	NA	 Nii jõudsime Ad'eni merele , mis lahutab Etioopiat ja Araabiat , põikasime päevaks Qana sadamasse , mis on Hadrhamauti peamine värav merele . 
45	NA	 Frankintsensi tuuakse sellelt maalt ja kaubeldakse Egiptuses , mida seal endiselt palju kasutatakse , nagu ma kuulnud olen , ehkki Allahi teenimiseks sellist luksust vaja ei ole . 
45	NA	 Me nägime Qana kuulsaid kindlusmüüre ja kuulasime jutte Hadrhamauti kuuekümnest templist . 
45	NA	 Ja siis , enne Ocelise sadamat on koht , kus nii Aafrika , kui Araabia merelt korraga näha on ja kus kunagi Etioopia Axumi laevad ausaid kaupmehi röövisid , enne kui Kaliifaadi alused sellele piiri panid . 
45	NA	 Üha edasi põhjapoole purjetasime siis üle Punase mere , kohates oma teel väiksemaid kaubalaevu , mis meie sihvakate kiirete laevade kõrval armetud ja haledad välja nägid . 
45	NA	 Jedda sadam , kuhu laevad viivad Makkah'sse suunduvaid palverändureid ja siis pidi meist läände jääma juba Egiptimaa . 
45	NA	 Veel viimased päevad ja umbes kuu pärast Basrat jõudsime me linna , mille nimi oli As-Suways . 
46	NA	 Teated meie saabumisest olid ette saadetud ja mitte vähemate austusavalduste saatel , kui Basrast lahkumisel , võeti meid seal vastu . 
46	NA	 Veetsime selles väikses linnas küllusliku nädala , puhates , nautides emiir Ibn Gamili külalislahkust ning kogudes teateid kreeklaste kohta . 
47	NA	" "" Merel on meie vahel rahu , "" rääkis Egipti valitseja , "" ühiseks vaenlaseks on metsikud Liibüa korsaarid , kes vahel ka Kreeta saart ründavad . "
47	NA	 Kreeklased on kibeda kaotuse valuga alla neelanud , leinavad taga Süüria , El-Sitsili ja Egipti kaotust , plaanitsevad salajas kättemaksu , kuid on liiga hõivatud põhjast pealetungivate rahvastega . 
47	NA	 Siiski mäletavad nad meie katset sada aastat tagasi vallutada Konstantinoopol , mille nad küll tagasi lõid . 
47	NA	 Ma annan teile kaasa mehe , kes siinset merd hästi tunneb ja teid kõige kiiremini Contoscaliumi sadamasse Konstantinoopolis juhatab . 
47	NA	" Andku Allah teile õnne ja väge trotsida kõiki ohte . "" "
48	NA	 Ma märkasin , et Ibn Gamili silmis lahvatas hirmuleek ja pärisin lähemalt , millistest ohtudest ta räägib , sest Liibüa korsaare ei pidanud meie laevastik küll kartma . 
49	NA	" "" Kui ma teaksin lähemalt , siis ka räägiksin , "" kostis Ibn Gamil mõtlikult . "
49	NA	" "" Viimasel ajal ei tule paljud laevad Iskenderiya sadamasse tagasi ja merel on eemalt silmatud laevavrakke , nii meie kui kreeklaste omi , mis on inimtühjad ja otsekui põlenud . "
49	NA	 Meremeeste seas liiguvad kuuldused tuldsülgavast lendavast draakonist , kes laevu hävitab . 
49	NA	" Seda loba ei saa muidugi tõsiselt võtta , aga ... "" "
50	NA	" "" Aga ometi sa mainisid seda , aulik emiir . "
50	NA	 Ometi sähvatas su silmis kartus . 
50	NA	 Mind ei pea sa siiski pelgama , oma reisidel olen kohanud kõige uskumatumaid koletisi ja ma ei pea sind valetajaks . 
50	NA	" Lendavat draakonit pole minu silmad siiski veel näinud , küll aga draakonipealisi laevu , mida hirmu suured silmad päriskoletisteks pidasid . "" "
51	NA	 Emiir raputas pead ja kehitas õlgu . 
51	NA	" "" Ma ei tea , mida uskuda , peale selle , et meri üha ohutlikumaks paigaks muutub . "
51	NA	 Siiski ei saa ma sind keelitada viivitama Harun Al-Rašidi — andku Allah talle pikki elupäevi — käsu täitmisega . 
51	NA	 Kõik , mis on minu võimuses , saad sa kaasa , ning olen käskinud kõiki inimesi tulla meie laevu kanali äärde tervitama . 
51	NA	 Teie tee läbi kanali ja järvede saab olema kuulusrikas . 
51	NA	" Edasi aga , avamerel , saan vaid palvetada , et Allah teie peal oma kaitsvat kätt hoiab . "" "
52	NA	 Minu teener Aladdin , kes seda juttu pealt kuulas , sikutas mind hiljem varrukast ja pomises kohkunud häälel . 
52	NA	" "" See tuldsülgav koletis saab olla ainult jälle mõni hull džinn . "
52	NA	 Ühe sellisega olen ma kohtunud ... 
52	NA	" Raevus on nad kohutavad ja etteaimamatud . "" "
53	NA	" "" Ma ei usu , tubli Aladdin , et merel mõni džinn ringi lendaks , "" vastasin . "
53	NA	" "" Kaubalaevade röövimine on siiski liialt asine tegevus , et džinn , kes soovi korral endale kõik maailma rikkused kokku kannaks , viitsiks sellega vaeva näha . "" "
54	NA	" "" Sellepärast ma räägingi , et see peab olema hull džinn , "" jäi Aladdin endale kindlaks ja ma ei laskunud edasisse vaidlusesse oma teenriga , kes küll igati tubli noormees oli , ent seiklemisel eelistasin siiski enda vaistu . "
54	NA	 Ja ma ei salga , et kerge ärevus ka minu hinge puges . 
54	NA	 Ühelgi merereisil , kuigi nad kõik tänu Allahile õnnelikult lõppesid , pole mul seni läinud hädaohtude ja viperusteta . 
54	NA	 Üle kuu kestnud merereis Basrast oli aga olnud liiga rahulik . 
54	NA	 Liiati meenus mulle Fatima hoiatus ja unenägu . 
55	NA	 Pidustuste saatel läkitati meid As-Suwaysist teele . 
55	NA	" Emiir Ibn Gamil näitas meile punasest graniidist rahne kanali ääres , millest üks tema teadlane tundis ära vanas farsii keeles raiutud sõnad : "" Mina käskisin kaevata selle kanali Niilusest , mis voolab Egiptis , merre , mis viib Pärsiasse . "
55	NA	" See kanal kaevati nii , nagu ma käskisin ja laevad purjetasid läbi selle Egiptist Pärsiasse , nagu oli minu soov . "" "
56	NA	" "" Nii lasi kirjutada Dareios , "" ütles emiir . "
56	NA	" "" Minu töölised leidsid selle raidkivi . "
56	NA	" Ja siis käskisin mina raiuda uue , mis tänasest päevast saab igaveseks seisma siin , Al-Suwaysi sadamas . "" "
57	NA	" Ma lugesin kivilt , mille neli härga kohale lohistasid : "" Allahi , kõigevägevama ja suuremeelseima nimel lasi selle kanali kaevata Harun Al-Rašid , et Kalifaadi laevad saaksid purjetada Araabiast uskmatute maadele ja kanda Allahi nime edasi . "
57	NA	" Nii tegi teoks Harun Al-Rašidi käsu Al-Hussein Ibn Gamil . "" "
58	NA	 Ma ütlesin emiirile , et kindlasti kannan kaliifile ette tema ülla teo , mille läbi kõik , kes siit läbi purjetavad , näevad igaveseks ajaks kivisse raiutud nimesid . 
58	NA	 Ja siis seilasid meie laevad kanalisse , mis oli nii lai , et seal kaks ookeanialust ilusti kõrvuti said olla , ning kanali ääres seisid inimesed , kes hõiskasid kiidusõnu . 
58	NA	 Ilus oli kanal , kaevatud hoole ja armastusega , mitte unustades kaitset vaenulike laevade vastu , sest kitsamates kohtades võis näha kiviheitemasinaid ja vinnastatud palkidest ehitisi , mis vallandades laevadel mastid lõhki lööksid . 
58	NA	 Päev hiljem jõudsime Kibeda Veega Järve ja siis kolme päeva pärast mööda uut kanaliharu läbi Manzilah' järve ja Niiluse — kui ümberringi inimtühjad kivised ja liivased tasandikud üha rohelisemaks ja soisemaks muutusid ja värsked meretuuled puhuma hakkasid — Vahemere äärde . 
58	NA	 Siia lasi emiir ehitada kindlust , mis hakkab laevadelt maksu koguma ja vaenlase vastu valvama . 
58	NA	 Emiiri poolt kaasa antud teejuht teadis rääkida , et siit päevateekonna jagu läände jääb kuulus Iskenderiya linn Pharose tuletorniga , kuid me ei kiirustanud seda vaatama , vaid seilasime edasi avamerele , kreeklaste maa poole . 
59	NA	 Eemalt silmasime me palju laevu , mis Antiookiast , Tüürosest või Siidonist Iskenderiyasse käivad , nägin väga kummalise kujuga aluseid , nagu ilmselt ainult siin merel ehitatakse , nägin madalaid pargaseid , mis maismaa äärt mööda kiviplokke ja puid vedasid , nägin ülikute ja suurkaupmeeste luksuslikke kirevaid aluseid , kuid ükski neist ei olnud võrdne meile kiiruses , kui me üle sinava mere põhja poole liuglesime . 
60	NA	 Kolm päeva pärituult ja ei ühtegi mereröövlit ega isegi ainsat laeva , mis meile ohtlikult lähedale oleks purjetanud . 
60	NA	 Koos kaliifi saadikutega elasime me laeval luksuses ja külluses . 
60	NA	 Selleine oli olnud algusest peale Harun Al-Rašidi käsk , et põhjameeste laevad tuleb sel viisil ümber ehitada , et väärikatel valitsejatel ja kaupmeestel nendel seilata kõlbaks ; nii oligi laeva ahtrisse rajatud elamisruumid , kus me maitsesime magusaid puuvilju ja nuubia orjatarid meile tantsisid . 
60	NA	 Neljandal päeval öeldi , et itta jääb Kreeta saar , mida õigeusuliste väed polnud seni suutnud vallutada ja edasi jõudsime me tuhandete väikeste kreeklaste saarte vahele , millest mõned on vaid teravatipulised kaljud keset merd . 
61	NA	 El Hazlil küsis , kas ma olen varem kreeklastega kohtunud . 
