par_nr	head	sentence
18	NA	 Ikka ja jälle kohtusid nad oma lõpututel rännakutel mõnes mahajäetud majas , et segamatult vaikuse värve vaadata . 
18	NA	 Vaid nemad kaks . 
18	NA	 Ja loojangud . 
18	NA	 Neid polnud veel ära rikutud . 
19	NA	 Nad vaikisid . 
20	NA	 Taevasse ilmusid kakaovärvi triibud . 
21	NA	 Maja , mis suure ja tummana nende selja taga oli seisnud , liigatas . 
21	NA	 Tema sisemusest kostsid sammud . 
21	NA	 Need olid rasked , asised jalaasted , mida saatis vana trepi kägin , kaeblik nagu häälestamata viiul . 
21	NA	 Tsikaadid vakatasid . 
22	NA	 Härra Dannfuss , kes oli rinnatisele toetunud , pöördus võpatades ümber . 
23	NA	" "" Kas kuulsite ? "" päris ta Holbrookilt , kes oli püsti tõusnud ja hämmeldunult maja silmitses . "
24	NA	" "" Keegi kõnnib , "" sosistas Holbrook . "
24	NA	" "" Kuid seal pole ju kedagi ! "" "
25	NA	 Mehed vaatasid üksteisele otsa . 
26	NA	" "" Kummitus ... "" pomises härra Dannfuss lõpuks , mõeldes jälestusega neile tumedatele tihketele kogudele , kes õhku pööristena liikuma lüües lärmakalt ringi armastasid kolistada . "
27	NA	 Kas tõesti ka siin ? 
27	NA	 Kui nii , siis hüvasti , rahu ja vaikus ; hüvasti , kaunid päikeseloojangud ja värvide mäng õhtutaevas . 
27	NA	 Nemad seda ei mõistnud ; nad ei suutnud näha täiuslikku ilu , ega hoolinudki sellest . 
27	NA	 Nad olid robustsed , isegi jõhkrad ja neid huvitas ainult nende enda isik , kõik muu suutsid nad ära rikkuda . 
27	NA	 Neid ilmus aina rohkem sellesse vaiksesse maailma , mis üha enam nende nägu muutus . 
28	NA	" "" Nad tõrjuvad meid välja ... "" pomises härra Dannfuss . "
29	NA	 Holbrook tõstis pea . 
29	NA	 Ta silmad olid kusagil ära ; võibolla otsis ta juba järgmist peatuspaika , võibolla ... 
30	NA	" "" Mis te ütlesite ? "" "
31	NA	" "" Ei midagi , "" lõi härra Dannfuss käega . "
31	NA	" "" Kurb on vaadata , kuidas kõik hääbub . "
31	NA	 Üksildasi , puutumata nurgakesi jääb aina vähemaks . 
31	NA	 Võtame või selle majagi . 
31	NA	 Kui kaua me pidime otsima , enne kui ta leidsime . 
31	NA	 Aastaid tühjalt seisnud , eemal kõigist ja kõigest ... 
31	NA	" Me lootsime , et nii jääbki , kuid nüüd kummitab ka siin ... "" "
32	NA	 Mehed kuulasid majast kostvaid hääli . 
33	NA	 Holbrook ohkas . 
34	NA	" "" Kahju , et see nii läks , "" sõnas ta lõpuks . "
34	NA	" "" Mul on aeg . "
34	NA	" "" "
35	NA	" "" Lähete ära ? "" "
36	NA	" "" Jah . "
36	NA	 Ilus õhtu oli , härra Dannfuss . 
36	NA	 Nägemiseni . 
36	NA	" "" "
37	NA	" "" Nägemiseni . "
37	NA	" "" "
38	NA	 Härra Dannfuss jälgis , kuidas mister Holbrook värelema lõi ja hommikuse uduna hajus ; heitis siis viimase pilgu loojangutaevale ja imbus hääletult läbi lähima seina . 
